Question,Answer,Topic,Tags
What is the difference between a Primary Subcluster and a Secondary Subcluster in Eon Mode?,<b>ANSWER:</b> Quorum participation and state control.<br><br>• <b>Primary Subcluster:</b> Participates in cluster quorum and cluster state decisions. Required to keep database online.<br>• <b>Secondary Subcluster:</b> Pure compute workers. Can be dynamically scaled to 0 nodes during off-hours to save cloud infrastructure cost without affecting database availability.,Eon Mode Architecture,vertica eon_mode subclusters primary secondary
"What is a Shard in Vertica Eon Mode, and how does Shard Subscription work?","<b>ANSWER:</b> Fixed logical partitions of the total communal dataset.<br><br>The communal dataset is divided into a fixed count of Shards (e.g. 12 or 24). When nodes join a subcluster, Vertica assigns them as <b>Primary Subscribers</b> for specific shards. Each node is responsible for caching and processing its subscribed shards.",Eon Mode Architecture,vertica eon_mode shards subscriptions
How does Eon Mode scale compute up or down dynamically?,"<b>ANSWER:</b> Adding or terminating nodes without physical data movement.<br><br>In Enterprise Mode, adding nodes requires hours of cluster rebalancing (`rebalance_cluster`). In Eon Mode, new nodes attach to communal storage in seconds and immediately begin processing queries using subclusters.",Eon Mode Architecture,vertica eon_mode scaling elasticity
What is the `ALTER SUBCLUSTER ... RESIZE` command in Eon Mode?,<b>ANSWER:</b> Dynamically scaling the number of active compute nodes in a subcluster.<br><br><b>Syntax:</b><br><code>ALTER SUBCLUSTER bi_subcluster RESIZE 12;</code><br><br>Instantly scales the compute tier to handle peak query traffic and scales back down during off-peak hours.,Eon Mode Architecture,vertica eon_mode subclusters scaling
"What system view displays Depot sizing, hit ratios, and free space per node?","<b>ANSWER:</b> `V_MONITOR.DEPOT_SIZES` and `V_MONITOR.DEPOT_STATUS`<br><br><b>The SQL:</b><br><code>SELECT node_name, total_size_bytes, used_size_bytes, free_size_bytes <br>FROM v_monitor.depot_sizes;</code><br><br>Monitors cache utilization to detect whether depot sizing is adequate for working data sets.",System Catalogs,vertica catalogs depot monitoring
Can an existing Vertica Enterprise Mode database be migrated to Eon Mode?,"<b>ANSWER:</b> Yes, using the Vertica replication/migration utility.<br><br>You spin up an Eon Mode cluster and replicate data from Enterprise Mode to Eon Mode using <code>vbr --task replicate</code>, copying data directly into Communal Storage.",Eon Mode Architecture,vertica eon_mode migration enterprise_mode
What is the difference between `COPY` with and without the `DIRECT` hint?,"<b>ANSWER:</b> Writing directly to disk (ROS) vs. writing to memory (WOS).<br><br>• <code>COPY ... DIRECT</code>: Bypasses memory buffers and writes bulk data directly to compressed ROS storage containers on disk. Standard for all production batch ETL.<br>• Without `DIRECT`: Historically loaded into in-memory WOS (Write-Optimized Store), requiring Tuple Mover moveout passes later.",Data Ingestion,vertica ingestion copy direct wos ros
What is a ROS (Read-Optimized Store) Container?,"<b>ANSWER:</b> An immutable, compressed, sorted physical collection of column files on disk.<br><br>Every bulk `COPY` or `INSERT` creates one or more new ROS containers. They are read-only once written, and multiple ROS containers are periodically coalesced by the Tuple Mover.",Storage Management,vertica storage ros containers architecture
What is the 'ROS Container Sprawl' problem and what error does it produce?,"<b>ANSWER:</b> Exceeding the maximum allowed ROS containers per projection.<br><br>• <b>Limit:</b> By default, Vertica caps each projection at <b>1024 ROS containers per node</b>.<br>• <b>Error:</b> <code>ERROR: Too many ROS containers</code>.<br>• <b>Cause:</b> Doing thousands of tiny trickle INSERTs or frequent small COPY loads without allowing the Tuple Mover to merge them.",Storage Management,vertica storage ros sprawl error
What is the Tuple Mover (TM) in Vertica?,"<b>ANSWER:</b> The background compaction and maintenance engine.<br><br>It continuously executes two critical background tasks:<br>1. <b>Moveout:</b> Flushes historical data from in-memory WOS to on-disk ROS containers.<br>2. <b>Mergeout:</b> Merges dozens of small fragmented ROS containers into single large, optimized ROS containers.",Storage Management,vertica tuple_mover moveout mergeout maintenance
How do you manually force Mergeout on a projection using SQL?,"<b>ANSWER:</b> Use the `DO_TM_TASK()` function.<br><br><b>The SQL:</b><br><code>SELECT DO_TM_TASK('mergeout', 'my_projection_name');</code><br><br>Manually compacts fragmented ROS containers when preparing tables for high-performance reporting.",Storage Management,vertica tuple_mover mergeout do_tm_task
What is the Ancient History Mark (AHM) in Vertica?,<b>ANSWER:</b> The epoch boundary before which historical data can be permanently destroyed.<br><br>Queries can use historical queries (`AT EPOCH`) up to the AHM. Transactions prior to AHM are eligible for physical purging from disk during mergeout operations.,Storage Management,vertica ahm epochs mvcc purge
Why does running `DELETE FROM my_table` NOT free up any physical disk space immediately?,"<b>ANSWER:</b> Vertica marks deletions in Deletion Vectors rather than deleting data files.<br><br>Deleted rows remain on disk so queries running in older epochs can still read them. Disk space is ONLY reclaimed when: (1) AHM advances past the delete transaction, and (2) you run `PURGE` or wait for mergeout.",Storage Management,vertica storage delete purge deletion_vectors
How do you permanently reclaim disk space from deleted rows in a table?,<b>ANSWER:</b> Run `PURGE_TABLE()` after advancing AHM.<br><br><b>The SQL:</b><br><code>SELECT MAKE_AHM_NOW();</code><br><code>SELECT PURGE_TABLE('sales_fact');</code><br><br>Physically removes deleted records and rebuilds ROS containers without dead tuples.,Storage Management,vertica maintenance purge_table disk_space
What does `REBALANCE_CLUSTER()` do when a new node is added to an Enterprise cluster?,<b>ANSWER:</b> Redistributes segmented projection data across the expanded node cluster.<br><br><b>The SQL:</b><br><code>SELECT REBALANCE_CLUSTER();</code><br><br>Calculates new hash bucket boundaries and streams data blocks to the new node so all nodes share an equal fraction of the total dataset.,Cluster Administration,vertica administration rebalance_cluster nodes
"What system view tracks ROS container counts, row counts, and delete vectors per projection?","<b>ANSWER:</b> `V_MONITOR.STORAGE_CONTAINERS`<br><br><b>The SQL:</b><br><code>SELECT node_name, projection_name, count(*) AS ros_count <br>FROM v_monitor.storage_containers <br>GROUP BY 1, 2 HAVING count(*) > 500;</code><br><br>Primary view for monitoring ROS sprawl before hitting the 1024 limit.",System Catalogs,vertica catalogs storage_containers ros_count
What are Current Epoch (CE) and Last Good Epoch (LGE)?,<b>ANSWER:</b> Milestones tracking transaction commit state.<br><br>• <b>Current Epoch (CE):</b> The epoch assigned to the current active transaction.<br>• <b>Last Good Epoch (LGE):</b> The most recent epoch for which all participating nodes have confirmed permanent write to disk. Used as the recovery baseline after a crash.,Storage Management,vertica epochs ce lge recovery
"What is the `AUTOCOMMIT` setting during large batch ETL in Vertica, and why should it be ON?","<b>ANSWER:</b> Commit immediately upon statement completion.<br><br>Holding large transactions open without commit holds back the Ancient History Mark (AHM), preventing Tuple Mover mergeout passes and causing massive deletion vector and ROS container accumulation.",Data Ingestion,vertica ingestion autocommit ahm
What is K-Safety in Vertica?,"<b>ANSWER:</b> The measure of cluster fault tolerance indicating how many simultaneous node failures the cluster can survive.<br><br>• $K=0$: Zero fault tolerance. If 1 node fails, database shuts down.<br>• $K=1$: Survives the failure of any 1 node without downtime.<br>• $K=2$: Survives the failure of any 2 nodes simultaneously.",High Availability,vertica ha k_safety fault_tolerance
What is the minimum physical node requirement for a $K=1$ Vertica cluster?,"<b>ANSWER:</b> 3 physical nodes.<br><br>A 2-node cluster cannot be $K=1$ because if 1 node dies, the remaining node represents only 50% of the cluster, violating the Quorum requirement ($>50\%$).",High Availability,vertica ha k_safety quorum nodes
What is the minimum physical node requirement for a $K=2$ Vertica cluster?,"<b>ANSWER:</b> 5 physical nodes.<br><br>If 2 nodes fail in a 5-node cluster, 3 nodes remain online, which is $3/5 = 60\% > 50\%$, satisfying cluster quorum.",High Availability,vertica ha k_safety nodes
What are Buddy Projections in Vertica?,"<b>ANSWER:</b> Identical projections segmented on the same key but assigned to different buddy nodes.<br><br><b>Naming:</b> `proj_name_b0` (Node 1) and `proj_name_b1` (Node 2).<br>If Node 1 crashes, Node 2 immediately serves the identical data slice from its buddy projection with zero interruption to active queries.",High Availability,vertica ha buddy_projections redundancy
Why does Vertica require Cluster Quorum ($>50\%$ nodes UP) to run?,"<b>ANSWER:</b> To prevent Split-Brain corruption.<br><br>If a network partition divides a 10-node cluster into two isolated 5-node halves, neither half has quorum ($>5$). Both halves immediately halt, preventing two isolated clusters from accepting diverging writes and corrupting data.",High Availability,vertica ha quorum split_brain
What are Fault Groups in Vertica?,"<b>ANSWER:</b> Logical groupings of nodes sharing physical infrastructure (racks, power supplies, or switches).<br><br>When defined, Vertica ensures Buddy Projections are never placed on nodes within the same fault group, guaranteeing that a power loss to an entire server rack will not take down both buddy copies.",High Availability,vertica ha fault_groups rack_awareness
What is a 'Critical Node' in a degraded Vertica cluster?,"<b>ANSWER:</b> A node holding the ONLY remaining operational copy of a projection segment.<br><br>If Node 1 has already failed, its partner Node 2 becomes a Critical Node. If Node 2 subsequently fails, data loss would occur, so Vertica immediately shuts down the database to protect integrity.",High Availability,vertica ha critical_node failure
What two recovery modes does a recovering Vertica node use to catch up?,"<b>ANSWER:</b> Historical Recovery and Replay (Active) Recovery.<br><br>1. <b>Historical Recovery:</b> Pulls historical data blocks up to the Last Good Epoch from buddy nodes.<br>2. <b>Replay Recovery:</b> Replays transactions executed while historical recovery was running, transitioning the node to the `UP` state.",High Availability,vertica ha node_recovery lifecycle
What command checks the current K-Safety value of a Vertica database?,"<b>ANSWER:</b> Query `DESIGN_KSAFETY` in `V_MONITOR.SYSTEM`.<br><br><b>The SQL:</b><br><code>SELECT current_fault_tolerance, designed_fault_tolerance <br>FROM v_monitor.system;</code>",System Catalogs,vertica catalogs k_safety v_monitor
What is a Resource Pool in Vertica?,"<b>ANSWER:</b> A named container that allocates memory, CPU threads, and concurrency limits to queries.<br><br>Users or roles are assigned to specific pools, preventing a runaway analyst query from consuming 100% of cluster RAM and starving critical production ingestion pipelines.",Resource Management,vertica resource_pools workload_management memory
What are the built-in system Resource Pools in Vertica?,<b>ANSWER:</b> Predefined pools for database operation.<br><br>• <code>GENERAL</code>: Default pool for user queries if no custom pool is assigned.<br>• <code>SYSQUERY</code>: Dedicated pool for internal catalog queries and system monitoring.<br>• <code>RECOVERY</code>: Memory reserved for recovering downed nodes.<br>• <code>TM</code>: Memory dedicated to Tuple Mover mergeout operations.,Resource Management,vertica resource_pools system_pools
Explain the difference between `MEMORYSIZE` and `MAXMEMORYSIZE` in a Resource Pool.,"<b>ANSWER:</b> Guaranteed memory reservation vs. Hard memory ceiling.<br><br>• <b>`MEMORYSIZE`:</b> Amount of RAM reserved exclusively for this pool. Even when idle, other pools cannot use this memory.<br>• <b>`MAXMEMORYSIZE`:</b> The absolute maximum RAM this pool can ever allocate. If higher than `MEMORYSIZE`, it borrows unreserved memory from the `GENERAL` pool when under load.",Resource Management,vertica resource_pools memorysize maxmemorysize
What is `PLANNEDCONCURRENCY` and how does it calculate query memory budget?,"<b>ANSWER:</b> The expected number of concurrent queries used to size individual query memory.<br><br><b>Formula:</b><br><code>Query Memory Budget = MEMORYSIZE / PLANNEDCONCURRENCY</code><br>If a pool has 40GB RAM and `PLANNEDCONCURRENCY = 4`, each query is assigned 10GB RAM. If set too high, queries receive tiny budgets and spill to disk.",Resource Management,vertica resource_pools plannedconcurrency tuning
What is `RUNTIMECAP` in a Resource Pool?,"<b>ANSWER:</b> A hard query execution timeout limit.<br><br><b>Syntax:</b><br><code>ALTER RESOURCE POOL adhoc_pool RUNTIMECAP '10 minutes';</code><br><br>Any query running in this pool that exceeds 10 minutes is automatically terminated by the engine, preventing runaway cartesian product queries.",Resource Management,vertica resource_pools runtimecap timeouts
What is a Cascade Resource Pool (`CASCADE TO pool_name`)?,"<b>ANSWER:</b> A fallback overflow pool for queued queries.<br><br>If a query cannot execute in the primary pool within `QUEUETIMEOUT` seconds, Vertica automatically cascades the query to execute in a designated secondary pool rather than failing with a queue error.",Resource Management,vertica resource_pools cascade queueing
What parameter controls maximum queue wait time before a query errors out in a Resource Pool?,"<b>ANSWER:</b> `QUEUETIMEOUT`<br><br><b>Setting:</b><br><code>ALTER RESOURCE POOL bi_pool QUEUETIMEOUT 30;</code><br><br>If all concurrency slots are full, queries wait up to 30 seconds in queue. If still unserviced, they fail with an error or cascade to an overflow pool.",Resource Management,vertica resource_pools queuetimeout
How do you assign a user or role to a specific Resource Pool?,<b>ANSWER:</b> Using `ALTER USER` or `ALTER ROLE`.<br><br><b>The SQL:</b><br><code>ALTER USER etl_service RESOURCE POOL etl_pool;</code><br><code>ALTER ROLE analysts RESOURCE POOL bi_pool;</code>,Resource Management,vertica resource_pools users roles
"What system view displays real-time memory usage, active queries, and queued queries per Resource Pool?","<b>ANSWER:</b> `V_MONITOR.RESOURCE_POOL_STATUS`<br><br><b>The SQL:</b><br><code>SELECT pool_name, memory_size_actual_kb, memory_inuse_kb, <br>       running_query_count, queued_query_count <br>FROM v_monitor.resource_pool_status;</code>",System Catalogs,vertica catalogs resource_pool_status monitoring
What command generates a query execution plan in Vertica?,"<b>ANSWER:</b> The `EXPLAIN` statement.<br><br><b>Syntax:</b><br><code>EXPLAIN SELECT customer_id, SUM(amount) FROM sales GROUP BY 1;</code><br><br>Displays the optimizer's execution tree: projection choices, join algorithms, network distribution (broadcast vs resegment), and grouping paths.",Query Tuning,vertica tuning explain query_plan
What is the difference between a Merge Join and a Hash Join in Vertica?,<b>ANSWER:</b> Streaming pre-sorted join vs. in-memory hash table lookup.<br><br>• <b>Merge Join (Fastest):</b> Requires both projections to be pre-sorted on the join keys. Streams data with zero memory footprint.<br>• <b>Hash Join:</b> Requires Vertica to build an in-memory hash table of the inner relation. Consumes significant RAM and can spill to disk if memory is insufficient.,Query Tuning,vertica tuning joins merge_join hash_join
What is a Local Co-located Join in a Vertica execution plan?,<b>ANSWER:</b> A join where matching rows reside on the exact same physical node with ZERO network communication.<br><br>Occurs when both tables are segmented on the same join key (or when one is an unsegmented replicated dimension). This is the holy grail of Vertica join performance.,Query Tuning,vertica tuning joins co_located network
What is a Broadcast Join in Vertica?,<b>ANSWER:</b> Sending an entire copy of a smaller table across the network to every node.<br><br>Vertica chooses this when joining a segmented fact table with an unsegmented or differently segmented small dimension table. Low overhead if the broadcast table is small.,Query Tuning,vertica tuning joins broadcast network
"What is a Resegment Join in Vertica, and why is it expensive?",<b>ANSWER:</b> Dynamically hashing and transmitting rows from BOTH tables across all cluster nodes during query execution.<br><br>Occurs when neither table is segmented by the join key. Incurs massive network I/O and memory overhead. Fix by designing projections segmented on the common join key.,Query Tuning,vertica tuning joins resegment network
What is the difference between `GROUPBY PIPELINED` and `GROUPBY HASH` in an execution plan?,"<b>ANSWER:</b> Zero-memory streaming aggregation vs. in-memory hash aggregation.<br><br>• <b>GROUPBY PIPELINED:</b> Occurs when projection sort order matches the `GROUP BY` columns. Vertica aggregates rows on the fly in CPU registers without buffering.<br>• <b>GROUPBY HASH:</b> Must construct an in-memory hash table to group unsorted values, consuming pool memory.",Query Tuning,vertica tuning aggregations groupby pipelined
What is the Database Designer (`designer.sh`) in Vertica?,"<b>ANSWER:</b> An automated physical schema design tool built into Vertica.<br><br>Analyzes a sample query workload and table statistics, and automatically generates SQL scripts to create optimal projections, sort orders, and column compression encodings.",Query Tuning,vertica database_designer projections optimization
What is the difference between Comprehensive Design and Incremental Design in Database Designer?,"<b>ANSWER:</b> Whole-database redesign vs. tuning for specific new queries.<br><br>• <b>Comprehensive:</b> Generates a brand-new, complete set of superprojections and buddy projections for all tables.<br>• <b>Incremental:</b> Adds targeted secondary projections to optimize specific slow queries without modifying existing projections.",Query Tuning,vertica database_designer comprehensive incremental
How do you profile an executing query to view exact runtime metrics per operator?,"<b>ANSWER:</b> Use the `PROFILE` keyword before the statement.<br><br><b>The SQL:</b><br><code>PROFILE SELECT count(*) FROM sales;</code><br><br>Populates detailed execution metrics into `V_MONITOR.EXECUTION_ENGINE_PROFILES`, showing actual rows processed, memory used, and disk spill bytes per node.",Query Tuning,vertica tuning profile metrics
How do you detect if a query spilled memory to disk during execution?,"<b>ANSWER:</b> Query `V_MONITOR.EXECUTION_ENGINE_PROFILES` for spill counters.<br><br><b>The SQL:</b><br><code>SELECT operator_name, counter_name, counter_value <br>FROM v_monitor.execution_engine_profiles <br>WHERE counter_name LIKE '%spill%';</code><br><br>Spilling indicates the Resource Pool's query memory budget was too small for the sort or hash operation.",Query Tuning,vertica tuning memory spill profiling
What is Directed Query in Vertica?,"<b>ANSWER:</b> A saved query execution plan pinned to a specific SQL statement.<br><br>Used by DBAs to freeze an optimal execution plan, preventing the optimizer from choosing a worse plan after statistics updates or software upgrades (Vertica's equivalent to query hints/plan pinning).",Query Tuning,vertica tuning directed_queries plan_pinning
What does the `STORAGE ACCESS` path operator indicate in an EXPLAIN plan?,"<b>ANSWER:</b> Reading column blocks directly from physical ROS storage containers.<br><br>Shows projection name, columns read, and any filter predicates evaluated directly on compressed storage blocks before loading into memory.",Query Tuning,vertica tuning explain storage_access
