Question,Answer,Topic,Tags
Write a Recursive CTE to generate numbers from 1 to 10 in PostgreSQL.,<b>ANSWER:</b><br><code>WITH RECURSIVE nums AS ( &lt;br>    SELECT 1 AS n -- Anchor &lt;br>    UNION ALL &lt;br>    SELECT n + 1 FROM nums WHERE n &lt; 10 -- Recursive &lt;br>) &lt;br>SELECT * FROM nums;</code><br>Commonly used by data engineers to generate date ranges to fill missing calendar days.,CTEs & Subqueries,sql cte recursive sequence
What is a Correlated Subquery and why is it often a performance killer?,<b>ANSWER:</b> An inner subquery that references a column from the outer query.<br><br><b>The Performance Trap:</b><br>The inner query cannot execute once. The database must re-execute the inner subquery &lt;b>for every single row</b> evaluated in the outer query ($O(N \times M)$ loop). Rewrite as a `LEFT JOIN` or Window Function whenever possible.,CTEs & Subqueries,sql subqueries correlated performance
What is the difference between Materialized and Inlined CTEs in PostgreSQL 12+?,"<b>ANSWER:</b> Optimization boundary vs. Planner inlining.<br><br>• &lt;b>Inlined (Default):</b> Postgres folds the CTE into the main query, allowing the optimizer to push down predicates and indexes.<br>• &lt;b>`AS MATERIALIZED`:</b> Forces Postgres to execute the CTE once into a temporary buffer, acting as an intentional optimization fence.",CTEs & Subqueries,sql cte materialized postgres optimization
"Explain the difference between `INNER JOIN`, `LEFT JOIN`, `FULL OUTER JOIN`, and `CROSS JOIN`.","<b>ANSWER:</b> Row retention behavior:<br><br>• &lt;b>`INNER JOIN`:</b> Returns rows ONLY where the join key matches in BOTH tables.<br>• &lt;b>`LEFT JOIN`:</b> Returns ALL rows from the left table; unmatched right table columns become `NULL`.<br>• &lt;b>`FULL OUTER JOIN`:</b> Returns all rows from BOTH tables, filling `NULL` on either side where unmatched.<br>• &lt;b>`CROSS JOIN`:</b> Cartesian product—joins every left row with every right row ($N \times M$ rows).",Joins & Set Operations,sql joins inner left outer cross
What is the catastrophic '`NOT IN` with `NULL`' trap?,"<b>ANSWER:</b> If the subquery contains even ONE `NULL` value, `NOT IN` returns ZERO rows for the entire query!<br><br><b>Why:</b> In SQL, `x NOT IN (1, 2, NULL)` evaluates to: `x != 1 AND x != 2 AND x != NULL`. Because `x != NULL` evaluates to `UNKNOWN`, the whole `AND` condition evaluates to `UNKNOWN` (falsy) for every row.<br><b>Rule:</b> Always use &lt;b>`NOT EXISTS`</b> instead!",Joins & Set Operations,sql joins not_in null trap gotcha
Why is `WHERE NOT EXISTS (...)` superior to `WHERE id NOT IN (...)`?,"<b>ANSWER:</b> (1) Safe against `NULL` values, and (2) Often significantly faster.<br><br>`NOT EXISTS` uses three-valued boolean logic safely. In the query planner, `EXISTS` stops scanning the instant it finds the first match (short-circuiting), whereas `NOT IN` may have to scan all values to verify no NULLs exist.",Joins & Set Operations,sql joins not_exists not_in optimization
What is a `LATERAL` Join in PostgreSQL?,"<b>ANSWER:</b> A join that allows the right-side subquery to reference columns from previous tables in the `FROM` clause.<br><br><b>Example:</b><br><code>SELECT c.name, top_order.amount &lt;br>FROM customers c &lt;br>LEFT JOIN LATERAL ( &lt;br>    SELECT amount FROM orders o &lt;br>    WHERE o.customer_id = c.id &lt;br>    ORDER BY amount DESC LIMIT 1 &lt;br>) top_order ON true;</code><br>Solves 'Top 1 per category' cleanly without complex window partitions.",Joins & Set Operations,sql joins lateral postgres analytics
What happens if you filter the right table of a `LEFT JOIN` inside the `WHERE` clause?,"<b>ANSWER:</b> It accidentally converts the `LEFT JOIN` into an `INNER JOIN`!<br><br><b>The Bug:</b><br><code>SELECT * FROM customers c &lt;br>LEFT JOIN orders o ON c.id = o.customer_id &lt;br>WHERE o.status = 'shipped';</code><br>Because unmatched customers have `o.status = NULL`, the condition `NULL = 'shipped'` evaluates to FALSE, discarding all non-purchasing customers! Fix: move `AND o.status = 'shipped'` into the `ON` clause.",Joins & Set Operations,sql joins left_join where_clause bug gotcha
What is the difference between `UNION` and `UNION ALL`?,<b>ANSWER:</b> Deduplication sort vs. Raw streaming append.<br><br>• &lt;b>`UNION`:</b> Combines results and performs an expensive in-memory sort to remove duplicate rows.<br>• &lt;b>`UNION ALL`:</b> Concatenates results directly with ZERO sorting or deduplication. Always use `UNION ALL` unless you explicitly require deduplication.,Joins & Set Operations,sql set_operations union union_all performance
What does 'SARGable' mean in SQL query optimization?,<b>ANSWER:</b> Search Argument Able.<br><br>A query predicate is SARGable if the database engine can utilize an index to find matching rows via an &lt;b>Index Seek / Index Scan</b>. Non-SARGable predicates force the database to evaluate expressions row-by-row in a slow &lt;b>Full Table Scan</b>.,Query Optimization,sql optimization sargable index_scan
"Why is `WHERE YEAR(created_at) = 2024` non-SARGable, and how do you rewrite it?","<b>ANSWER:</b> Wrapping a column in a function prevents B-Tree index lookups.<br><br>The B-Tree contains raw timestamps, not the output of `YEAR()`. Postgres must compute `YEAR()` on every single row in the table.<br><b>The SARGable Rewrite:</b><br><code>WHERE created_at >= '2024-01-01' AND created_at &lt; '2025-01-01';</code><br>Now Postgres jumps directly to the matching index range in microseconds!",Query Optimization,sql optimization sargable functions date index
Why is `WHERE name LIKE '%Smith'` non-SARGable?,<b>ANSWER:</b> Leading wildcards cannot use standard B-Tree indexes.<br><br><b>The Phone Book Analogy:</b><br>A phone book is sorted alphabetically by first letter. You can easily find names starting with 'Smi%' (SARGable). But finding names ending with '%mith' requires reading every single entry in the entire phone book. (Fix: use full-text search or trigram GIN indexes).,Query Optimization,sql optimization sargable like wildcard
What is the hidden performance cost of writing `SELECT *` in production?,"<b>ANSWER:</b> (1) Heavy disk and network I/O, (2) Buffer cache pollution, and (3) Blocking Index-Only Scans.<br><br>Reading all 40 columns forces the engine to read wide table heap blocks off disk, wasting RAM cache and preventing the query planner from answering the query purely from a compact index.",Query Optimization,sql optimization select_star performance
Why is using `SELECT DISTINCT` to hide duplicate rows an anti-pattern?,"<b>ANSWER:</b> It masks incorrect join logic and consumes massive CPU/memory.<br><br>If a query returns duplicates, it almost always means an `INNER JOIN` had a 1-to-many relationship that wasn't properly aggregated. Adding `DISTINCT` forces Postgres to sort millions of rows in memory to deduplicate data that should never have been duplicated.",Query Optimization,sql optimization distinct anti_pattern
What is a Covering Index (Index with `INCLUDE`)?,"<b>ANSWER:</b> An index that includes extra payload columns in the leaf nodes without sorting on them.<br><br><b>Syntax:</b><br><code>CREATE INDEX idx_orders ON orders (customer_id) INCLUDE (order_date, total_amount);</code><br>Allows queries selecting `order_date` and `total_amount` to execute as an &lt;b>Index-Only Scan</b> with zero table heap lookups.",Query Optimization,sql indexes covering_index include
What is the 'Leftmost Prefix Rule' in multi-column composite indexes?,"<b>ANSWER:</b> Queries can only use a composite index `(A, B, C)` if they filter on the leftmost columns.<br><br>• Filtering on `(A)` -> Uses index ✅<br>• Filtering on `(A, B)` -> Uses index ✅<br>• Filtering on `(B, C)` without `(A)` -> CANNOT use index ❌",Query Optimization,sql indexes composite leftmost_prefix
What is a Partial Index in PostgreSQL?,"<b>ANSWER:</b> An index built over a subset of rows defined by a `WHERE` condition.<br><br><b>The SQL:</b><br><code>CREATE INDEX idx_unprocessed ON orders (created_at) WHERE status = 'PENDING';</code><br>If 99% of orders are 'COMPLETED', indexing the whole table wastes gigabytes of RAM. A partial index on the 1% 'PENDING' rows is 100x smaller and lightning fast.",Query Optimization,sql indexes partial_index postgres
What is Three-Valued Logic in SQL?,"<b>ANSWER:</b> Boolean expressions can evaluate to `TRUE`, `FALSE`, or `UNKNOWN`.<br><br>Whenever an expression compares anything to `NULL` (e.g. `salary > 50000` where salary is NULL), the result is `UNKNOWN`. In a `WHERE` clause, only expressions evaluating to `TRUE` are returned (both `FALSE` and `UNKNOWN` are filtered out).",SQL Gotchas,sql logic three_valued null unknown
Why does `WHERE status != 'active'` exclude rows where `status` is NULL?,"<b>ANSWER:</b> `NULL != 'active'` evaluates to `UNKNOWN`, not `TRUE`.<br><br>If you want to include NULLs, you must write:<br><code>WHERE status != 'active' OR status IS NULL;</code><br>Or in PostgreSQL: &lt;code>WHERE status IS DISTINCT FROM 'active';</code>.",SQL Gotchas,sql gotchas null comparison
What is the difference between `COUNT(*)` and `COUNT(column_name)`?,"<b>ANSWER:</b> Counting all rows vs. Counting non-null values.<br><br>• &lt;b>`COUNT(*)`:</b> Counts every row that matches the criteria, including rows containing NULLs.<br>• &lt;b>`COUNT(col)`:</b> Counts ONLY rows where `col IS NOT NULL`. If all values in `col` are NULL, it returns 0.",SQL Gotchas,sql gotchas count nulls
"What does `COALESCE(a, b, c)` do in SQL?","<b>ANSWER:</b> Returns the first non-null expression from the list.<br><br><b>Example:</b><br><code>SELECT COALESCE(phone_number, mobile_number, 'No Phone Available') &lt;br>FROM contacts;</code>",SQL Gotchas,sql functions coalesce nulls
What is the Integer Division Truncation gotcha in SQL?,"<b>ANSWER:</b> Dividing two integers performs integer division, discarding the decimal remainder.<br><br>• &lt;code>SELECT 5 / 2;</code> -> Returns &lt;b>`2`</b> (not 2.5)!<br>• &lt;b>Fix:</b> Cast at least one operand to float or decimal: &lt;code>SELECT 5.0 / 2;</code> or &lt;code>SELECT 5::numeric / 2;</code> -> Returns &lt;b>`2.5`</b>.",SQL Gotchas,sql gotchas division integers types
What is the difference between `WHERE` and `HAVING` in SQL?,<b>ANSWER:</b> Filtering rows before grouping vs. Filtering aggregated groups after grouping.<br><br>• &lt;b>`WHERE`:</b> Filters individual rows before `GROUP BY` runs. Cannot use aggregate functions like `SUM()` or `COUNT()`.<br>• &lt;b>`HAVING`:</b> Filters groups after aggregation. Example: &lt;code>HAVING COUNT(*) > 5</code>.,SQL Gotchas,sql syntax where having groupby
In `SELECT ... WHERE EXISTS (SELECT ...)` does the select list inside `EXISTS` matter?,"<b>ANSWER:</b> No, it is completely ignored by the query planner.<br><br>Whether you write `EXISTS (SELECT 1 ...)`, `EXISTS (SELECT * ...)`, or `EXISTS (SELECT 1/0 ...)`, Postgres only checks whether a matching row exists. It never evaluates the select list, so writing `SELECT 1` is standard convention.",SQL Gotchas,sql syntax exists optimization
How do you read `cost=0.00..45.20 rows=100 width=8` in a PostgreSQL EXPLAIN plan?,<b>ANSWER:</b> The optimizer's estimated effort to execute the node.<br><br>• &lt;b>`0.00`:</b> Startup cost (cost before the first row can be returned).<br>• &lt;b>`45.20`:</b> Total cost to process all rows in arbitrary disk-page I/O units.<br>• &lt;b>`rows=100`:</b> Estimated number of rows output.<br>• &lt;b>`width=8`:</b> Estimated average byte size of each row.,Query Optimization,sql explain cost planner optimization
What is the modern `FILTER (WHERE ...)` clause in PostgreSQL aggregations?,"<b>ANSWER:</b> A cleaner, faster alternative to conditional `CASE WHEN` aggregations.<br><br><b>The SQL:</b><br><code>SELECT dept_id, &lt;br>       COUNT(*) AS total_employees, &lt;br>       COUNT(*) FILTER (WHERE salary > 100000) AS high_earners &lt;br>FROM employees GROUP BY dept_id;</code><br>Eliminates verbose `COUNT(CASE WHEN salary > 100000 THEN 1 END)` statements.",Analytical SQL,sql postgres filter conditional_aggregation
How do you concatenate multiple string rows into a single comma-separated list in PostgreSQL?,"<b>ANSWER:</b> Use `STRING_AGG(column, delimiter [ORDER BY ...])`.<br><br><b>The SQL:</b><br><code>SELECT dept_id, &lt;br>       STRING_AGG(name, ', ' ORDER BY name) AS employee_names &lt;br>FROM employees GROUP BY dept_id;</code><br>(Equivalent to `GROUP_CONCAT` in MySQL or `LISTAGG` in Oracle).",Analytical SQL,sql postgres string_agg string_manipulation
How do you calculate the Median value of a column in SQL?,"<b>ANSWER:</b> Use `PERCENTILE_CONT(0.5) WITHIN GROUP (ORDER BY col)`.<br><br><b>The SQL:</b><br><code>SELECT dept_id, &lt;br>       PERCENTILE_CONT(0.5) WITHIN GROUP (ORDER BY salary) AS median_salary &lt;br>FROM employees GROUP BY dept_id;</code><br>More resilient to extreme outliers than `AVG()`.",Analytical SQL,sql analytics median percentile_cont
What is the 'Gaps and Islands' problem in SQL?,"<b>ANSWER:</b> Detecting continuous sequences ('islands') and missing breaks ('gaps') in sequential data.<br><br><b>Classic Interview Scenario:</b> Finding the longest consecutive streak of daily user logins. Solved by taking the difference between sequential dates and `ROW_NUMBER()`, which creates a constant group identifier for consecutive rows.",Analytical SQL,sql patterns gaps_and_islands interview
How do you generate a continuous date sequence in PostgreSQL to fill reporting gaps?,"<b>ANSWER:</b> Use `generate_series()`.<br><br><b>The SQL:</b><br><code>SELECT day::date FROM generate_series( &lt;br>    '2024-01-01'::date, '2024-01-31'::date, '1 day'::interval &lt;br>) AS day;</code><br>Perform a `LEFT JOIN` from this date spine to your sales table so days with zero sales still show up with `0`.",Analytical SQL,sql postgres generate_series date_spine
What is `UNNEST()` in PostgreSQL?,"<b>ANSWER:</b> Expands an array into a set of relational rows.<br><br><b>The SQL:</b><br><code>SELECT UNNEST(ARRAY['red', 'green', 'blue']) AS color;</code><br>Converts a 3-element array into 3 discrete rows, enabling standard `JOIN` and `GROUP BY` operations.",Analytical SQL,sql postgres unnest arrays
How do you perform an Anti-Join to find all customers who have NEVER placed an order?,"<b>ANSWER:</b> Using `NOT EXISTS` or `LEFT JOIN ... WHERE right.id IS NULL`.<br><br><b>Approach 1 (Recommended):</b><br><code>SELECT c.id, c.name FROM customers c &lt;br>WHERE NOT EXISTS (SELECT 1 FROM orders o WHERE o.customer_id = c.id);</code><br><b>Approach 2:</b><br><code>SELECT c.id, c.name FROM customers c &lt;br>LEFT JOIN orders o ON c.id = o.customer_id &lt;br>WHERE o.id IS NULL;</code>",Joins & Set Operations,sql joins anti_join not_exists
What is a Semi-Join and how does it differ from an Inner Join?,"<b>ANSWER:</b> Filtering rows based on existence in another table WITHOUT duplicating rows.<br><br><b>The SQL:</b><br><code>SELECT * FROM departments d &lt;br>WHERE EXISTS (SELECT 1 FROM employees e WHERE e.dept_id = d.id);</code><br>If a department has 100 employees, an `INNER JOIN` duplicates the department 100 times. A Semi-Join (`EXISTS`) returns the department exactly ONCE.",Joins & Set Operations,sql joins semi_join exists
What is the 'Implicit Type Coercion Trap' in SQL query performance?,"<b>ANSWER:</b> Comparing columns of mismatched data types forces a full table scan.<br><br><b>Scenario:</b> `phone_number` is `VARCHAR`, but you query: &lt;code>WHERE phone_number = 1234567890;</code><br>Because integers have higher type precedence, Postgres casts the column: &lt;code>WHERE phone_number::bigint = 1234567890</code>. The function call disables the B-Tree index! Always pass string literals for varchar columns.",Query Optimization,sql optimization type_coercion sargable index
"Why is `WHERE salary * 1.10 > 50000` non-SARGable, and how should it be written?",<b>ANSWER:</b> Performing arithmetic on the column prevents index lookups.<br><br><b>Non-SARGable:</b> &lt;code>WHERE salary * 1.10 > 50000;</code> (Evaluated row-by-row).<br><b>SARGable Rewrite:</b> &lt;code>WHERE salary > 50000 / 1.10;</code> (Evaluated once as a constant; enables B-Tree index scan).,Query Optimization,sql optimization sargable arithmetic
"Why are Half-Open Intervals `[start, end)` the gold standard for timestamp querying?","<b>ANSWER:</b> To prevent boundary precision errors and missed transactions.<br><br><b>The Bug:</b> &lt;code>WHERE created_at BETWEEN '2024-01-01' AND '2024-01-02'</code> stops at `2024-01-02 00:00:00`, missing all transactions during the day on Jan 2nd.<br><b>The Fix:</b><br><code>WHERE created_at >= '2024-01-01' AND created_at &lt; '2024-01-03';</code>",Query Optimization,sql optimization timestamps between intervals
What is the optimal column order for a Composite Index: Equality vs. Range columns?,"<b>ANSWER:</b> Equality columns FIRST, Range columns LAST.<br><br><b>Query:</b> &lt;code>WHERE status = 'ACTIVE' AND created_at >= '2024-01-01'</code><br>• &lt;b>Correct Index:</b> `(status, created_at)` -> Jumps directly to 'ACTIVE' and scans the date range.<br>• &lt;b>Bad Index:</b> `(created_at, status)` -> Must scan the entire date range across all statuses, filtering row-by-row.",Query Optimization,sql indexes composite equality_first range
Why is Keyset Pagination (Seek Method) vastly superior to `OFFSET / LIMIT` pagination?,"<b>ANSWER:</b> $O(1)$ constant time vs. $O(N)$ linear degradation.<br><br>• &lt;b>Offset Pagination (`LIMIT 20 OFFSET 500000`):</b> Postgres must scan and discard 500,000 rows off disk before returning 20 rows. Extremely slow on deep pages.<br>• &lt;b>Keyset Pagination:</b> &lt;code>WHERE id > 500000 ORDER BY id LIMIT 20;</code> uses a direct B-Tree seek to jump directly to ID 500,001 in microseconds.",Query Optimization,sql pagination offset keyset performance
What is a Functional (Expression) Index in PostgreSQL?,<b>ANSWER:</b> An index built on the computed output of an expression or function.<br><br><b>The SQL:</b><br><code>CREATE INDEX idx_lower_email ON users (LOWER(email));</code><br>Enables instant index lookups for case-insensitive queries like &lt;code>WHERE LOWER(email) = 'test@abc.com'</code>.,Query Optimization,sql indexes functional expression postgres
What is a GIN (Generalized Inverted Index) in PostgreSQL?,"<b>ANSWER:</b> An index designed for composite items with internal elements (JSONB, Arrays, Full-Text Search).<br><br><b>Usage:</b><br><code>CREATE INDEX idx_user_tags ON users USING gin (tags);</code><br>Enables lightning-fast searches like &lt;code>WHERE tags @> ARRAY['sql', 'postgres']</code>.",Query Optimization,sql indexes gin jsonb postgres
What is a BRIN (Block Range Index) in PostgreSQL and when is it ideal?,"<b>ANSWER:</b> An ultra-compact index that stores only minimum and maximum values for 128-page ranges.<br><br>• &lt;b>Size:</b> Takes 100x less RAM than a B-Tree.<br>• &lt;b>Ideal Scenario:</b> Massive multi-billion row append-only tables (IoT sensors, audit logs) naturally ordered by timestamp or auto-incrementing ID on disk.",Query Optimization,sql indexes brin big_data postgres
How does `NULLS FIRST` vs. `NULLS LAST` work in PostgreSQL `ORDER BY`?,"<b>ANSWER:</b> Controls where NULL values appear in sorted results.<br><br>• &lt;b>`ORDER BY col ASC`:</b> Defaults to `NULLS LAST`.<br>• &lt;b>`ORDER BY col DESC`:</b> Defaults to `NULLS FIRST` (putting NULLs at the very top!).<br>If you want highest numbers first without NULLs at the top, write: &lt;code>ORDER BY col DESC NULLS LAST;</code>.",SQL Gotchas,sql sort order_by nulls gotcha
What are the 3 fundamental Join Algorithms used by the PostgreSQL Query Planner?,"<b>ANSWER:</b> Nested Loop, Hash Join, and Merge Join.<br><br>1. &lt;b>Nested Loop:</b> Ideal when the outer table is small and inner table has an index ($O(N \log M)$).<br>2. &lt;b>Hash Join:</b> Builds in-memory hash table of smaller relation; best for unsorted medium/large joins.<br>3. &lt;b>Merge Join:</b> Streams two inputs pre-sorted on join keys with zero memory overhead.",Query Optimization,sql joins explain nested_loop hash_join merge_join
"What is the difference between `Shared Hit` and `Shared Read` in `EXPLAIN (ANALYZE, BUFFERS)`?",<b>ANSWER:</b> RAM Buffer Cache vs. Physical Disk I/O.<br><br>• &lt;b>`Shared Hit`:</b> 8KB pages found immediately in fast RAM (0ms latency).<br>• &lt;b>`Shared Read`:</b> 8KB pages that had to be read from slow physical storage disk.<br>High `Shared Read` numbers indicate a cold cache or queries reading too much data off disk.,Query Optimization,sql explain buffers shared_hit shared_read
Why should you always run `ANALYZE tablename;` after bulk data loads in PostgreSQL?,"<b>ANSWER:</b> To update distribution statistics and data histograms for the query planner.<br><br>If the planner thinks a table has 10 rows when it actually has 10,000,000 rows, it will make disastrous choices (like choosing a Nested Loop Seq Scan that runs for 4 hours instead of a 2-second Hash Join).",Query Optimization,sql tuning analyze statistics planner
"What is the difference between `ROLLUP`, `CUBE`, and `GROUPING SETS` in SQL?","<b>ANSWER:</b> Hierarchical vs. Multi-dimensional aggregations.<br><br>• &lt;b>`GROUPING SETS`:</b> Computes specific designated groupings in a single query.<br>• &lt;b>`ROLLUP (year, quarter, month)`:</b> Hierarchical subtotals (Year+Quarter+Month, Year+Quarter, Year, Grand Total).<br>• &lt;b>`CUBE (region, product)`:</b> Computes ALL $2^N$ possible permutations and cross-tabulations.",Analytical SQL,sql aggregations rollup cube grouping_sets
What does the `GROUPING()` function do in subtotal queries?,"<b>ANSWER:</b> Distinguishes between subtotal NULLs and genuine data NULLs.<br><br>Returns `1` if a NULL was generated by a `ROLLUP`/`CUBE` subtotal, and `0` if the row actually contains a NULL value in the database. Used to replace subtotal NULLs with labels: &lt;code>CASE WHEN GROUPING(dept) = 1 THEN 'All Departments' ELSE dept END</code>.",Analytical SQL,sql aggregations grouping subtotals
What is `PERCENT_RANK()` and how is it calculated?,"<b>ANSWER:</b> Evaluates the relative rank of a row on a scale from 0.0 to 1.0.<br><br><b>Formula:</b><br><code>PERCENT_RANK() = (RANK() - 1) / (Total Rows - 1)</code><br>The top row receives `0.0`, and the bottom row receives `1.0`.",Window Functions,sql window_functions percent_rank statistics
"What is `NTH_VALUE(col, n)` in SQL window functions?","<b>ANSWER:</b> Returns the value of the $n$-th row in the window frame.<br><br><b>Example:</b><br><code>NTH_VALUE(salary, 2) OVER (PARTITION BY dept ORDER BY salary DESC)</code><br>Returns the 2nd highest salary in each department.",Window Functions,sql window_functions nth_value
How do you traverse an Employee-Manager hierarchy from Top to Bottom using a Recursive CTE?,"<b>ANSWER:</b> Start with the CEO and recursively join where `e.manager_id = cte.id`.<br><br><b>The SQL:</b><br><code>WITH RECURSIVE org AS ( &lt;br>    SELECT id, name, manager_id, 1 AS level FROM emp WHERE manager_id IS NULL &lt;br>    UNION ALL &lt;br>    SELECT e.id, e.name, e.manager_id, o.level + 1 &lt;br>    FROM emp e JOIN org o ON e.manager_id = o.id &lt;br>) &lt;br>SELECT * FROM org;</code>",CTEs & Subqueries,sql cte recursive hierarchy org_chart
How do you prevent infinite loops in Recursive CTEs with circular data?,"<b>ANSWER:</b> Add a depth limit or use `CYCLE` detection.<br><br><b>Safe Approach:</b> Add a level check: &lt;code>WHERE level &lt; 20</code>.<br>In PostgreSQL 14+, use the native syntax: &lt;code>CYCLE id SET is_cycle USING path</code> to automatically halt recursion if a loop is encountered.",CTEs & Subqueries,sql cte recursive cycle infinite_loop
What is a Data-Modifying CTE in PostgreSQL?,"<b>ANSWER:</b> A CTE that performs `INSERT`, `UPDATE`, or `DELETE` with `RETURNING`.<br><br><b>The SQL:</b><br><code>WITH archived_orders AS ( &lt;br>    DELETE FROM orders WHERE order_date &lt; '2020-01-01' RETURNING * &lt;br>) &lt;br>INSERT INTO orders_history SELECT * FROM archived_orders;</code><br>Atomically moves millions of rows in a single statement without application code.",CTEs & Subqueries,sql postgres cte dml returning archive
How does an 'Upsert' (`ON CONFLICT DO UPDATE`) work in PostgreSQL?,"<b>ANSWER:</b> Inserts a new row, or updates the existing row if a unique key conflicts.<br><br><b>The SQL:</b><br><code>INSERT INTO user_stats (user_id, login_count) VALUES (101, 1) &lt;br>ON CONFLICT (user_id) &lt;br>DO UPDATE SET login_count = user_stats.login_count + 1;</code><br>Completely atomic and safe against concurrent race conditions.",Advanced DML,sql postgres upsert on_conflict insert
