Question,Answer,Topic,Tags
"What is the ping command actually doing?","<b>ANSWER:</b> Ping is sonar for computers. It tests if another computer is alive and reachable.<br><br><b>The Simple Explanation:</b><br>It uses a special protocol called ICMP (Internet Control Message Protocol). Your computer sends a tiny 'Echo Request' packet to an IP address. If the target receives it, it replies with an 'Echo Reply' packet.<br><br><b>Application:</b><br>When you type `ping google.com`, it tells you:<br>1. <b>Reachability:</b> Did I get a response, or was the packet lost (Request Timed Out)?<br>2. <b>Latency:</b> It measures the Round Trip Time (RTT) in milliseconds. If it takes 2ms, the server is in your city. If it takes 300ms, the server is on another continent.","Networking Fundamentals","networking ping icmp latency"
"What is the difference between HTTP and HTTPS? What is SSL/TLS?","<b>ANSWER:</b> The 'S' stands for Secure. <br><br><b>The Simple Explanation:</b><br>• <b>HTTP (Plaintext):</b> If you log into a bank over HTTP, your password travels across the internet as readable text. Any hacker sitting in the coffee shop, or any ISP router along the way, can literally read your password.<br>• <b>HTTPS (Encrypted):</b> Uses SSL/TLS (Transport Layer Security) to scramble the data before it leaves your computer. If a hacker intercepts the packet, it looks like `Xj8#kLp9!`.<br><br><b>How it works (TLS Handshake):</b><br>When you connect to an HTTPS site, the server sends a digital Certificate (like an ID card) to prove it really is the bank. Your browser verifies the certificate, and then both sides agree on a secret decoder ring (encryption key) for that session.","Networking Fundamentals","networking http https security"
"What is a URL vs a URI?","<b>ANSWER:</b> <br><b>URI (Uniform Resource Identifier):</b> The overarching umbrella term. It is a string of characters that identifies a name OR a resource.<br><br><b>URL (Uniform Resource Locator):</b> A specific type of URI. It doesn't just identify the resource, it tells you exactly HOW to find it on the internet.<br><br><b>The Simple Explanation:</b><br>• A URI is a person's name: 'John Doe'. (I know who he is, but I don't know where he is).<br>• A URL is a person's address: 'Drive a car to 123 Main St, New York, NY'. (It includes the method/protocol to get there, and the exact location).<br><br>Example URL: `https://www.google.com/images/logo.png` (Protocol = https, Location = google.com, Resource = logo.png).","Networking Fundamentals","networking url uri http"
"Explain the 3-Way Handshake in TCP.","<b>ANSWER:</b> The polite greeting before two computers start talking reliably.<br><br><b>The Simple Explanation:</b><br>Imagine making a phone call to someone you've never met.<br>1. <b>SYN (Synchronize):</b> You say, 'Hello, can you hear me? I want to talk.' (Client sends a SYN packet to Server).<br>2. <b>SYN-ACK (Synchronize-Acknowledge):</b> The person replies, 'I hear you! Can you hear me?' (Server acknowledges the SYN, and sends its own SYN).<br>3. <b>ACK (Acknowledge):</b> You reply, 'Yes, I hear you perfectly. Let's talk.' (Client acknowledges the Server's SYN).<br><br>Once this 3-step dance is finished, the TCP connection is established and real data (like a webpage) can finally start flowing.","Networking Fundamentals","networking tcp handshake"
"What is a Proxy Server? (Forward Proxy)","<b>ANSWER:</b> A middleman that goes to the store on your behalf.<br><br><b>The Simple Explanation:</b><br>Imagine you are a student at a high school, and the school blocks Facebook. So, you connect to your home computer (The Proxy). You tell your home computer, 'Go fetch Facebook for me, and send the pictures back here.' The school's firewall only sees you talking to your home computer, so it allows it.<br><br><b>Applications:</b><br>1. <b>Anonymity:</b> The website (Facebook) thinks the request came from the Proxy's IP address, not your real IP address (this is how VPNs basically work).<br>2. <b>Filtering:</b> Corporations use proxies to inspect employees' web traffic and block malicious websites before they reach the employee's computer.","Networking Fundamentals","networking proxy security"
"What is Bandwidth vs Latency?","<b>ANSWER:</b> <br><b>Bandwidth (The Pipe Size):</b> How much data can fit through the network at one time. Measured in Megabits per second (Mbps). A 10-lane highway has high bandwidth (many cars at once).<br><br><b>Latency (The Speed Limit):</b> How long it takes for one single piece of data to travel from point A to point B. Measured in milliseconds (ms). Even on a 10-lane highway, if the speed limit is 10mph, latency is terrible.<br><br><b>Application:</b><br>If you are downloading a 50GB video game, you want high Bandwidth (gigabit internet).<br>If you are playing a fast-paced multiplayer shooter game, bandwidth doesn't matter (you only send tiny coordinates), but you desperately need low Latency (ping) so your shots register instantly.","Networking Fundamentals","networking bandwidth latency"
"What is a MAC Table (CAM Table) in a Switch?","<b>ANSWER:</b> The directory a Switch uses to direct traffic efficiently.<br><br><b>The Simple Explanation:</b><br>When a 24-port switch first turns on, it doesn't know who is plugged into it. It acts like an old-school Hub—if a packet comes in Port 1, it shouts it out to all 23 other ports.<br><br><b>How it learns:</b><br>When Computer A (MAC: `AA:AA`) sends a packet into Port 1, the switch quietly notes: 'Aha! MAC `AA:AA` lives on Port 1.' It writes this in its MAC Table.<br>Five minutes later, if a packet arrives meant for `AA:AA`, the switch looks at its table, sees Port 1, and sends the packet ONLY out of Port 1, keeping the rest of the network silent and fast.","Networking Fundamentals","networking switch layer2 mac"
"What is Wi-Fi? (802.11)","<b>ANSWER:</b> A technology that uses radio waves to provide wireless high-speed internet.<br><br><b>The Simple Explanation:</b><br>It works exactly like a Walkie-Talkie. Your phone translates data into a radio signal (usually on a 2.4 GHz or 5 GHz frequency) and broadcasts it into the air.<br>The Wireless Access Point (the antenna on your router) catches the radio wave, translates it back into binary (0s and 1s), and shoves it down the physical ethernet cable into the wall.<br><br><b>The Limitation:</b><br>Because it's a shared radio frequency, if two phones talk at the exact same millisecond, the radio waves crash into each other (interference), the packet is destroyed, and they both have to wait a random amount of time and try shouting again. This is why Wi-Fi is slower than cables!","Networking Fundamentals","networking wifi wireless"
"What is an OSI Model Layer 7 (Application Layer) vs Layer 1 (Physical)?","<b>ANSWER:</b> The OSI model breaks network communication down into 7 logical steps. Let's look at the extremes.<br><br><b>Layer 1 (The Physical Layer):</b><br>This layer doesn't know what an IP address or a website is. It only knows about raw electricity, radio waves, or flashes of light. It's the physical copper ethernet cable plugging into the wall. Its only job is 'Move this bit (a 1 or 0) from here to there'.<br><br><b>Layer 7 (The Application Layer):</b><br>The layer closest to the user. This is where protocols like HTTP (web browsing) or SMTP (email) live. Layer 7 says 'I want to fetch a webpage.' It hands the webpage request down to the lower layers, which eventually convert it to electricity (Layer 1) to shoot across the wire.","Networking Fundamentals","networking osi-model"
"What is Network Address Translation (NAT)? Why did it save the internet?","<b>ANSWER:</b> NAT is the reason we didn't run out of IP addresses in 2011.<br><br><b>The Simple Explanation:</b><br>There are only 4 billion IPv4 addresses in existence, but there are 20 billion devices on Earth. How do they all connect?<br><br><b>The Magic of NAT:</b><br>Your home router gets exactly ONE public, globally unique IP address from your ISP (e.g., `80.50.20.10`).<br>Inside your house, the router creates a private, fake network (`192.168.1.x`) and gives your TV, laptop, and fridge their own private IPs.<br>When your laptop goes to Google, the router intercepts the packet, erases the laptop's private IP, replaces it with the Router's ONE public IP, and sends it out. When the reply comes back, the router remembers who asked for it, and forwards it to the laptop. Thousands of devices can share 1 public IP!","Networking Fundamentals","networking nat ipv4"

"What is BGP (Border Gateway Protocol)?","<b>ANSWER:</b> BGP is the GPS system for the entire Internet.<br><br><b>The Simple Explanation:</b><br>When you drive from New York to LA, you don't know every single road. You just look at a map and say, 'I need to go West on Highway 80.'<br><br>The internet is made of thousands of smaller networks (Autonomous Systems like Comcast, AT&T, Google). BGP is how these giant networks talk to each other and advertise, 'Hey, I have a really fast route to Netflix!' or 'Hey, the cable in the Atlantic Ocean just broke, everyone route around me!' It finds the best path to get your data across the globe.","Networking Fundamentals","networking bgp routing"
"What is a Reverse Proxy vs a Forward Proxy?","<b>ANSWER:</b> It depends on WHO the proxy is protecting.<br><br><b>Forward Proxy (Protects the Client):</b><br>You (the client) use a Forward Proxy to hide yourself from the internet. When you ask the proxy to fetch a website, the website thinks the proxy is the real user. <i>Example: A school blocking Facebook, or you using a VPN to hide your IP.</i><br><br><b>Reverse Proxy (Protects the Server):</b><br>A company uses a Reverse Proxy to hide its internal servers from the internet. When you go to `google.com`, you don't actually hit the database server. You hit a Reverse Proxy. It checks if you are a hacker, decrypts your HTTPS traffic, and then quietly hands the safe request to the hidden servers in the back.","Networking Fundamentals","networking proxy architecture"
"Explain exactly what a Load Balancer does.","<b>ANSWER:</b> A Load Balancer is the Host at a busy restaurant.<br><br><b>The Simple Explanation:</b><br>Imagine a restaurant has 5 waiters. If every customer just walked in and grabbed the first waiter they saw, Waiter #1 would be overwhelmed with 50 tables, and Waiter #5 would be asleep.<br><br><b>Application:</b><br>When 100,000 people visit a popular website, a single server would crash. A Load Balancer sits at the front door. It receives every single web request, looks at its 5 backend servers, and distributes the traffic perfectly. 'Server 1, you take this one. Server 2, you take the next one.' (This is called Round-Robin).","Networking Fundamentals","networking load-balancing architecture"
"What is a WebSocket? How is it different from HTTP?","<b>ANSWER:</b> A WebSocket is a phone call. HTTP is a text message.<br><br><b>The Simple Explanation:</b><br>• <b>HTTP (Text Message):</b> You send a text asking 'Do you have new data?' The server replies 'No.' You have to keep sending texts every 5 seconds to check. It's exhausting (Polling).<br>• <b>WebSocket (Phone Call):</b> You call the server. The line stays open. You don't have to keep asking. The second the server gets new data, it shouts it down the phone line directly to you.<br><br><b>Application:</b> Use HTTP for loading articles. Use WebSockets for live multiplayer gaming, stock market tickers, or WhatsApp chat, where speed is critical.","Networking Fundamentals","networking websockets http"
"What is TLS/SSL Handshake? Why is it slow?","<b>ANSWER:</b> It's the secure ID verification and secret handshake before a conversation starts.<br><br><b>The Simple Explanation:</b><br>Before your browser sends your credit card to Amazon, it has to be absolutely sure it's not a fake Amazon. <br>1. Amazon sends its digital ID card (Certificate).<br>2. Your browser verifies it with a trusted authority.<br>3. They both do complex math (Public Key Cryptography) to invent a brand new, unbreakable secret language (Symmetric Key) that only they know.<br><br><b>Why is it slow?</b><br>This entire process requires 2 to 3 round trips of packets across the country just to set up the connection, *before* your credit card is even sent. This is called 'Latency overhead'.","Networking Fundamentals","networking tls security encryption"
"What is Anycast Routing? How do CDNs use it?","<b>ANSWER:</b> Anycast is a magic trick where 100 different servers all share the exact same IP address.<br><br><b>The Simple Explanation:</b><br>Normally, every house has a unique address. With Anycast, you can have 100 McDonald's restaurants all legally possessing the exact same address: '123 Burger St'.<br><br>When you (the client) put '123 Burger St' into your GPS, the internet routers (BGP) automatically route you to the physically closest McDonald's to your house.<br><b>Application:</b> Cloudflare's DNS uses IP `1.1.1.1`. There isn't just one server. There are thousands globally. If you ping it in Tokyo, you hit the Tokyo server. If you ping it in London, you hit the London server, giving you lightning-fast speed.","Networking Fundamentals","networking routing cdn"
"What is a Content Delivery Network (CDN)?","<b>ANSWER:</b> A CDN is a global network of convenience stores stocked with your favorite items.<br><br><b>The Simple Explanation:</b><br>Imagine a popular bakery in New York. If a customer in Australia orders a cookie, it takes 3 days to ship it. It arrives stale (high latency).<br><br><b>The CDN Solution:</b><br>The bakery builds mini-fridges (Edge Servers) in Australia, London, and Tokyo. They ship 10,000 cookies to these fridges in advance (Caching). Now, when the Australian customer orders a cookie, it is delivered instantly from the local fridge.<br><b>Application:</b> Netflix puts its movie files on CDN servers in your specific city so the movie streams instantly without buffering from their main headquarters.","Networking Fundamentals","networking cdn caching architecture"
"What is MTU (Maximum Transmission Unit)?","<b>ANSWER:</b> MTU is the size limit of the shipping box.<br><br><b>The Simple Explanation:</b><br>The internet doesn't send a 5GB movie as one giant chunk of data. It chops the movie up into tiny pieces called packets. <br><br>The MTU is the maximum size that a single packet can be (usually 1500 bytes on a standard ethernet network). If you try to send a packet that is 2000 bytes, the router says 'This box doesn't fit in my truck!' and it has to chop it in half (Fragmentation), which slows everything down.","Networking Fundamentals","networking mtu packets"
"What is a VPN (Virtual Private Network)? How does it work?","<b>ANSWER:</b> A VPN is an encrypted tunnel through a dangerous neighborhood.<br><br><b>The Simple Explanation:</b><br>When you use public Wi-Fi at a coffee shop, hackers can easily read your plaintext packets floating through the air.<br><br>When you turn on a VPN, your computer takes your packet, puts it inside a steel safe, locks it (Encryption), and sends the safe over the Wi-Fi. The hacker only sees the steel safe. The safe travels directly to the VPN company's server, where they have the key to unlock it and forward your packet to the real destination.","Networking Fundamentals","networking vpn security"
"What is a Subnet? Why do we divide networks?","<b>ANSWER:</b> Subnetting is cutting a massive open-plan office into small, soundproof rooms.<br><br><b>The Simple Explanation:</b><br>If a company has 5,000 computers plugged into one giant network, and one computer yells 'Who has the printer?!' (a broadcast message), all 5,000 computers have to stop working, listen to the yell, and ignore it. The network grinds to a halt from the noise.<br><br><b>The Fix (Subnetting):</b><br>You divide the 5,000 computers into 10 smaller subnets (e.g., HR, Engineering, Sales) of 500 computers each. Now, when an HR computer yells for the printer, only the HR room hears it. It keeps the network fast, organized, and secure (Sales can't easily peek into HR's computers).","Networking Fundamentals","networking subnetting routing"
"Explain the difference between TCP Port and UDP Port. Are they the same?","<b>ANSWER:</b> No, they are entirely separate apartment buildings that happen to use the same room numbers.<br><br><b>The Simple Explanation:</b><br>TCP Port 80 and UDP Port 80 are completely different doors.<br>If you send a letter via the TCP Postman to Door 80, it goes to the Web Server.<br>If you send a letter via the UDP Postman to Door 80, it might go to a completely different application (or just be dropped if nothing is listening).<br><br>They do not conflict. You can have a game server running on UDP Port 27015 and a web server running on TCP Port 27015 on the exact same computer simultaneously.","Networking Fundamentals","networking tcp udp ports"
"What is the Loopback Address? Why is it 127.0.0.1?","<b>ANSWER:</b> It is the 'Home' address for every computer.<br><br><b>The Simple Explanation:</b><br>When testing software, developers need to send network packets to themselves. If they used their Wi-Fi IP address (like 192.168.1.5), the packet would leave the computer, go to the router, and come all the way back. If the Wi-Fi turns off, the app crashes.<br><br>The Loopback Address (`127.0.0.1`) is a shortcut built deeply into the OS. When a packet is addressed to `127.0.0.1`, it never touches the Wi-Fi chip. It instantly loops back up into the computer's own software.","Networking Fundamentals","networking loopback localhost"
"What is an Ephemeral Port?","<b>ANSWER:</b> A temporary, randomly assigned burner phone number used by a client.<br><br><b>The Simple Explanation:</b><br>Servers use well-known, fixed ports (like Port 443 for HTTPS) so people know exactly where to find them. But when your browser connects to that server, the server needs to know where to send the webpage back!<br><br>Your Operating System automatically assigns your browser an Ephemeral Port (e.g., Port 54321). The browser says, 'Hey Server on Port 443, send the webpage back to me on Port 54321.' When you close the tab, the OS deletes Port 54321 and gives it to someone else later.","Networking Fundamentals","networking ports tcp"
"What is an SSL Certificate? Who issues it?","<b>ANSWER:</b> An SSL Certificate is a Digital Passport that proves a website is who it claims to be.<br><br><b>The Simple Explanation:</b><br>If you go to `bank.com`, how do you know a hacker isn't intercepting the connection and showing you a fake login screen?<br><br>`bank.com` shows your browser their SSL Certificate. This certificate was signed by a highly trusted company called a Certificate Authority (CA), like Let's Encrypt or DigiCert. Your browser has the CA's signature pre-installed by Apple/Microsoft. It checks the math, verifies the signature is real, and gives you the green padlock icon.","Networking Fundamentals","networking ssl security"
"What is a DoS vs DDoS attack?","<b>ANSWER:</b> <br><b>DoS (Denial of Service):</b> A sniper.<br>One single attacker's computer sends a malicious packet or a heavy flood of traffic to crash a server. It's easy to stop—you just block that one IP address in your firewall.<br><br><b>DDoS (Distributed Denial of Service):</b> A zombie army.<br>The attacker hacks 100,000 random innocent computers around the world (grandmas' laptops, smart fridges) and turns them into a Botnet. At exactly 12:00 PM, he orders all 100,000 devices to load your website simultaneously. Your server catches on fire. You can't just block 1 IP address; you have to block half the internet. This requires massive tools like Cloudflare to absorb.","Networking Fundamentals","networking security ddos"
"What is the difference between IPv4 and IPv6?","<b>ANSWER:</b> The size of the license plate.<br><br><b>The Simple Explanation:</b><br><b>IPv4</b> was invented in the 1970s. It looks like `192.168.1.1`. It can only hold about 4.3 billion unique addresses. In 2011, we officially ran out of them because everyone has 5 devices (phones, watches, laptops).<br><br><b>IPv6</b> was the upgrade. It looks like `2001:0db8:85a3:0000:0000:8a2e:0370:7334`. It is so massive that we could assign an IP address to every single atom on the surface of the Earth, and still have enough leftover for another 100 earths. We will never run out.","Networking Fundamentals","networking ip ipv4 ipv6"
"What is an ARP Table?","<b>ANSWER:</b> The address book your computer uses to map IP addresses to physical MAC addresses.<br><br><b>The Simple Explanation:</b><br>Your computer wants to send data to the router (IP `192.168.1.1`). But to physically send the electrical signal over the wire, it needs the router's physical MAC address.<br><br>Your computer shouts out an ARP Request: 'Hey everyone, who has IP 192.168.1.1? Tell me your MAC address!'<br>The router replies, 'That's me, my MAC is AA:BB.'<br>Your computer writes this down in its ARP Table so it doesn't have to yell next time.","Networking Fundamentals","networking arp mac"
"What is Port Forwarding?","<b>ANSWER:</b> Telling your Router to open a specific door for the outside world.<br><br><b>The Simple Explanation:</b><br>Because of NAT, your Router acts as a massive shield. If someone on the internet tries to connect to your home IP address, the Router says 'No one asked for this' and drops the packet.<br><br>If you want to host a Minecraft server on your laptop, you have to configure Port Forwarding in the router. You tell the router: 'If ANYONE from the outside internet knocks on Port 25565, don't drop it. Let it in and forward it directly to my laptop.'","Networking Fundamentals","networking port-forwarding router"
"What is a Ping Flood (ICMP Flood)?","<b>ANSWER:</b> A simple but devastating DDoS attack.<br><br><b>The Simple Explanation:</b><br>Remember that the `ping` command sends an Echo Request, and the server politely sends an Echo Reply.<br>In a Ping Flood, an attacker uses a botnet to send millions of Echo Requests per second to a target server.<br><br>The server tries to be polite. It spends 100% of its CPU power generating millions of Echo Replies, and its internet pipe gets completely clogged with useless traffic, preventing real users from loading the website.","Networking Fundamentals","networking security ddos ping"
"What is Traceroute (or tracert)?","<b>ANSWER:</b> A tool to map the exact path a packet takes through the internet.<br><br><b>The Simple Explanation:</b><br>If `google.com` is loading slowly, is the problem your Wi-Fi, your ISP, or Google's servers?<br><br>Traceroute sends packets with an increasing 'Time To Live' (TTL).<br>1. The first packet dies at your Router. The router reports back (Hop 1).<br>2. The second packet dies at your ISP. The ISP reports back (Hop 2).<br>3. It keeps doing this until it hits Google. You get a printed list of every single router the packet bounced through, and how many milliseconds each bounce took, instantly showing you exactly where the traffic jam is!","Networking Fundamentals","networking routing traceroute"

"What is QoS (Quality of Service) in networking?","<b>ANSWER:</b> It is the VIP fast-pass line at an amusement park.<br><br><b>The Simple Explanation:</b><br>If a router is receiving a massive amount of data, its queue gets full. Should it drop packets randomly? No.<br><br>QoS is a setting you configure on the router that says: 'Live Voice (VoIP) and Video packets are VIPs. They get to skip the line.'<br>If you are downloading a 50GB game update (HTTP) and having a Zoom call at the same time, QoS forces the game download to wait in the slow line so your voice doesn't stutter or cut out.","Networking Fundamentals","networking qos voip"
"What is a VLAN (Virtual LAN)?","<b>ANSWER:</b> It is slicing one physical switch into multiple imaginary switches.<br><br><b>The Simple Explanation:</b><br>Imagine a small company has 10 Sales computers and 10 HR computers, all plugged into the same 24-port physical switch.<br>Because they are on the same switch, Sales can snoop on HR's broadcast traffic.<br><br><b>The Fix (VLAN):</b><br>You configure the switch software to say: 'Ports 1-10 are VLAN 10 (HR). Ports 11-20 are VLAN 20 (Sales).' Even though they share the physical metal box, the switch acts like two completely separate, walled-off networks. They cannot talk to each other unless a Router explicitly allows it.","Networking Fundamentals","networking vlan switch"
"What is Network Congestion? How does TCP handle it?","<b>ANSWER:</b> A traffic jam on the highway.<br><br><b>The Simple Explanation:</b><br>If a server sends data at 100 Mbps, but your home Wi-Fi can only handle 10 Mbps, the router in between gets overwhelmed and starts throwing packets in the trash (Packet Loss).<br><br><b>TCP's Magic (Congestion Control):</b><br>TCP is smart. When it realizes packets are being dropped, the sender (the Server) says, 'Oops, I'm sending too fast!' It drastically slows down the transmission speed. Once packets start arriving safely again, it slowly increases the speed until it finds the absolute maximum safe speed the network can handle without dropping anything.","Networking Fundamentals","networking tcp congestion"
"What is an IPsec Tunnel?","<b>ANSWER:</b> The unbreakable armored car for corporate data.<br><br><b>The Simple Explanation:</b><br>IPsec is a suite of protocols used heavily in corporate VPNs. <br><br>Imagine a company has an office in New York and an office in London. They need to share secret files over the public internet.<br>They set up an IPsec Tunnel between the two routers. <br>When a New York computer sends a file to London, the NY Router encrypts the entire IP packet, wraps it in a new outer packet, and sends it to London. The London router decrypts it and hands it to the computer. It makes two offices thousands of miles apart feel like they are in the same building.","Networking Fundamentals","networking ipsec vpn security"
"Explain exactly what a Socket is.","<b>ANSWER:</b> A Socket is one specific phone line connecting two applications.<br><br><b>The Simple Explanation:</b><br>To make a connection over the internet, you need 4 pieces of information:<br>1. Source IP<br>2. Source Port<br>3. Destination IP<br>4. Destination Port<br><br>When your Chrome browser talks to Google, the Operating System takes those 4 pieces of information and bundles them into an object called a 'Socket'. Chrome just writes data into the Socket, and the OS handles the insane complexity of converting it to packets and sending it over the network.","Networking Fundamentals","networking sockets tcp os"
"What is a DNS Record (A, CNAME, MX)?","<b>ANSWER:</b> The specific entries in the Internet Phonebook.<br><br><b>The Simple Explanation:</b><br>• <b>A Record (Address):</b> The most common. It maps a name directly to an IPv4 address. (e.g., `google.com -> 142.250.190.46`).<br>• <b>AAAA Record:</b> Same as an A record, but for massive IPv6 addresses.<br>• <b>CNAME (Canonical Name):</b> An alias. It maps a name to another name. (e.g., `www.google.com -> google.com`). If Google changes its IP, they only have to update the 'A' record, and the CNAME automatically follows it.<br>• <b>MX (Mail Exchange):</b> Tells the internet where to deliver emails ending in `@yourcompany.com`.","Networking Fundamentals","networking dns"
"What is the ping of death?","<b>ANSWER:</b> A classic, brutal attack from the 90s.<br><br><b>The Simple Explanation:</b><br>The maximum legal size of an IP packet is 65,535 bytes.<br>In the 1990s, hackers realized that if they created an illegally massive Ping (ICMP) packet that was 65,536 bytes, and fragmented it so it could travel the internet, the target computer would try to reassemble it.<br><br>Because the target OS's memory buffer wasn't big enough to hold the illegal packet, it caused a Buffer Overflow. The target computer would instantly Blue Screen of Death and crash. It has long been patched, but is a legendary example of a protocol flaw.","Networking Fundamentals","networking security attacks ping"
