Question,Answer,Topic,Tags
"Explain a LEFT JOIN with a code example.","<b>ANSWER:</b> Keep everything on the left side, even if it has no match on the right.<br><br><b>The Code:</b><br><code>SELECT Users.name, Orders.total <br>FROM Users <br>LEFT JOIN Orders ON Users.id = Orders.user_id;</code><br><br>This is great for finding inactive users: just add `WHERE Orders.id IS NULL`.","DBMS Fundamentals","dbms sql mysql left-join"
"How do you group data to run math on it? (GROUP BY)","<b>ANSWER:</b> Putting rows into buckets before doing the math.<br><br><b>The Code:</b><br><code>SELECT state, SUM(total_sales) as Revenue, COUNT(*) as Num_Orders<br>FROM Orders <br>GROUP BY state;</code><br><br>The database puts all 'NY' orders in one bucket, sums them up, and prints one row. Then it does the same for 'CA'.","DBMS Fundamentals","dbms sql mysql group-by"
"What is the difference between WHERE and HAVING?","<b>ANSWER:</b> WHERE filters rows *before* the math. HAVING filters buckets *after* the math.<br><br><b>The Code:</b><br><code>SELECT state, SUM(total) <br>FROM Orders <br>WHERE year = 2023 <br>GROUP BY state <br>HAVING SUM(total) > 10000;</code><br><br>You cannot use `WHERE SUM(total) > 10000` because the database hasn't grouped the buckets or done the addition yet!","DBMS Fundamentals","dbms sql mysql having"
"How do you Insert new data into a table?","<b>ANSWER:</b> Adding a new row to the ledger.<br><br><b>The Code:</b><br><code>INSERT INTO Users (first_name, email, age) <br>VALUES ('Alice', 'alice@gmail.com', 25);</code>","DBMS Fundamentals","dbms sql mysql insert"
"How do you Update existing data safely?","<b>ANSWER:</b> Changing a value, but ALWAYS use a WHERE clause!<br><br><b>The Code:</b><br><code>UPDATE Users <br>SET email = 'new_alice@yahoo.com', updated_at = NOW() <br>WHERE id = 5;</code><br><br><b>CRITICAL DANGER:</b> If you forget the `WHERE id = 5` part, you will accidentally overwrite the email address of EVERY SINGLE USER in the database!","DBMS Fundamentals","dbms sql mysql update"
"How do you Delete data safely? (And what is Soft Deleting?)","<b>ANSWER:</b> Removing rows from the table.<br><br><b>The Code (Hard Delete):</b><br><code>DELETE FROM Users WHERE id = 5;</code><br><br><b>The Safe Way (Soft Delete):</b><br>Never actually delete user data! Add a boolean column called `is_deleted`.<br><code>UPDATE Users SET is_deleted = TRUE WHERE id = 5;</code><br>Then, all your app queries just say `SELECT * FROM Users WHERE is_deleted = FALSE;`.","DBMS Fundamentals","dbms sql mysql delete"
"How do you handle NULL values in MySQL? (COALESCE / IFNULL)","<b>ANSWER:</b> Providing a default backup plan if the box is empty.<br><br><b>The Code:</b><br><code>SELECT IFNULL(nickname, 'Anonymous User') as Display_Name <br>FROM Users;</code><br><br>If `nickname` is NULL, it falls back to 'Anonymous User'. `COALESCE` also works exactly the same but allows multiple fallbacks.","DBMS Fundamentals","dbms sql mysql null"
"What is a Subquery? Give an example.","<b>ANSWER:</b> A query nested inside another query (Inception).<br><br><b>The Code:</b><br><code>SELECT name, salary <br>FROM Employees <br>WHERE salary > ( <br>    SELECT AVG(salary) FROM Employees <br>);</code><br><br>The database runs the inner query first, gets the answer (e.g., 60000), and then runs the outer query: `WHERE salary > 60000`.","DBMS Fundamentals","dbms sql mysql subquery"

"What is the IN operator used for?","<b>ANSWER:</b> Checking against a list of possibilities without writing a massive OR statement.<br><br><b>Good Code (IN):</b><br><code>SELECT name FROM Users WHERE state IN ('NY', 'CA', 'TX');</code><br><br>You can also use it with a Subquery! `WHERE user_id IN (SELECT id FROM Banned_Users);`","DBMS Fundamentals","dbms sql mysql in"
"Explain the CASE statement.","<b>ANSWER:</b> It is the IF/ELSE logic built directly into SQL.<br><br><b>The Code:</b><br><code>SELECT id, total,<br>  CASE <br>    WHEN total < 50 THEN 'Small'<br>    WHEN total BETWEEN 50 AND 100 THEN 'Medium'<br>    ELSE 'Large'<br>  END as Order_Size<br>FROM Orders;</code><br><br>This dynamically calculates the text for every row without altering the actual table.","DBMS Fundamentals","dbms sql mysql case"
"What is a PRIMARY KEY? How do you define one in MySQL?","<b>ANSWER:</b> The ultimate unique identifier for a row.<br><br><b>The MySQL Code (Table Creation):</b><br><code>CREATE TABLE Users (<br>  id INT AUTO_INCREMENT PRIMARY KEY,<br>  email VARCHAR(255) UNIQUE NOT NULL,<br>  created_at TIMESTAMP DEFAULT CURRENT_TIMESTAMP<br>);</code><br><i>Note:</i> `AUTO_INCREMENT` automatically generates IDs (1, 2, 3...) so you don't have to manually track them.","DBMS Fundamentals","dbms sql mysql schema auto_increment"
"What is a FOREIGN KEY? How do you define one?","<b>ANSWER:</b> A chain linking two tables together to enforce Data Integrity.<br><br><b>The Code:</b><br><code>CREATE TABLE Orders (<br>  id INT AUTO_INCREMENT PRIMARY KEY,<br>  amount DECIMAL(10,2),<br>  user_id INT,<br>  FOREIGN KEY (user_id) REFERENCES Users(id) ON DELETE CASCADE<br>);</code><br>If you delete the user, `ON DELETE CASCADE` automatically destroys all their orders too.","DBMS Fundamentals","dbms sql mysql schema foreign-key"
"How do you add or remove columns from an existing table? (ALTER TABLE)","<b>ANSWER:</b> Modifying the blueprint after it is built.<br><br><b>Add Column:</b><br><code>ALTER TABLE Users ADD COLUMN phone_number VARCHAR(20);</code><br><br><b>Remove Column:</b><br><code>ALTER TABLE Users DROP COLUMN phone_number;</code><br><br><b>Change Data Type:</b><br><code>ALTER TABLE Users MODIFY COLUMN age BIGINT;</code>","DBMS Fundamentals","dbms sql mysql alter"
"What does 'EXPLAIN' do in MySQL?","<b>ANSWER:</b> It shows the database's execution plan without actually running the full query.<br><br><b>The Code:</b><br><code>EXPLAIN SELECT * FROM Users WHERE email = 'test@test.com';</code><br><br><b>Output:</b> It shows if it's doing a 'type: ALL' (Full Table Scan) or 'type: ref' (using an Index). If you see a Full Table Scan on millions of rows, you need to add an index!","DBMS Fundamentals","dbms sql mysql performance"
"How do you create an Index? When should you do it?","<b>ANSWER:</b> Creating a quick-lookup dictionary.<br><br><b>The Code:</b><br><code>CREATE INDEX idx_users_email ON Users(email);</code><br><br><b>When to do it?</b><br>Add indexes to columns that you frequently use in `WHERE` clauses, `JOIN` conditions, or `ORDER BY`. Do NOT put an index on every column, because it slows down `INSERT` and `UPDATE` statements (the index tree must be updated).","DBMS Fundamentals","dbms sql mysql index"
"What is a Common Table Expression (CTE)?","<b>ANSWER:</b> Creating a temporary, readable variable table to simplify massive queries.<br><br><b>The Code:</b><br><code>WITH High_Earners AS (<br>  SELECT * FROM Employees WHERE salary > 100000<br>)<br>SELECT name, department FROM High_Earners WHERE department = 'Sales';</code><br>It makes complex SQL code look clean, linear, and modular.","DBMS Fundamentals","dbms sql mysql cte"
"Explain Window Functions (OVER / PARTITION BY).","<b>ANSWER:</b> Doing group math without squashing the rows together.<br><br><b>The Code:</b><br><code>SELECT name, salary, department, <br>  AVG(salary) OVER (PARTITION BY department) as Dept_Avg<br>FROM Employees;</code><br><br>The `OVER` clause creates a 'Window'. It looks at the bucket (Partition), calculates the math (AVG), but leaves the original rows perfectly intact so you still see the individual names.","DBMS Fundamentals","dbms sql mysql window-function"
"How do you use ROW_NUMBER() in a Window Function?","<b>ANSWER:</b> Handing out rank numbers to people in a specific line.<br><br><b>The Code:</b><br><code>WITH Ranked_Emps AS (<br>  SELECT name, department, salary,<br>  ROW_NUMBER() OVER (PARTITION BY department ORDER BY salary DESC) as rank<br>  FROM Employees<br>)<br>SELECT * FROM Ranked_Emps WHERE rank <= 2;</code><br><br>It sorts each department, assigns 1, 2, 3, etc., and then you easily filter out the top 2.","DBMS Fundamentals","dbms sql mysql window-function"
"How do you write a Database Transaction in MySQL?","<b>ANSWER:</b> Wrapping multiple queries in an all-or-nothing safety bubble.<br><br><b>The Code:</b><br><code>START TRANSACTION;<br>UPDATE Accounts SET balance = balance - 100 WHERE name = 'Alice';<br>UPDATE Accounts SET balance = balance + 100 WHERE name = 'Bob';<br>COMMIT;</code><br><br>If anything fails before `COMMIT;`, you can run a `ROLLBACK;`, restoring Alice's money instantly.","DBMS Fundamentals","dbms sql mysql transactions"
"What is a Database View? How do you create one?","<b>ANSWER:</b> A saved, virtual table based on a query.<br><br><b>The Code:</b><br><code>CREATE VIEW Daily_Report AS <br>SELECT U.name, SUM(O.total) FROM Users U JOIN Orders O ... ;</code><br><br>Now, anyone can just run: `SELECT * FROM Daily_Report;`. <br>The View doesn't physically store data; it just secretly runs the underlying SQL query every time you call it.","DBMS Fundamentals","dbms sql mysql views"
"How do you find duplicates in a table?","<b>ANSWER:</b> Using GROUP BY and HAVING.<br><br><b>The Code:</b><br><code>SELECT email, COUNT(*) <br>FROM Users <br>GROUP BY email <br>HAVING COUNT(*) > 1;</code><br><br>This groups the table into buckets based on email. If a bucket has more than 1 row in it, it prints it out, revealing the duplicates.","DBMS Fundamentals","dbms sql mysql grouping"
"What is a Database Trigger?","<b>ANSWER:</b> A booby trap that automatically executes code when a table is touched.<br><br><b>The Code (MySQL):</b><br><code>CREATE TRIGGER audit_salary_change<br>AFTER UPDATE ON Employees<br>FOR EACH ROW<br>BEGIN<br>  INSERT INTO AuditLog (emp_id, old_salary, new_salary) <br>  VALUES (OLD.id, OLD.salary, NEW.salary);<br>END;</code><br>Whenever an `UPDATE` happens, MySQL silently fires this trigger in the background.","DBMS Fundamentals","dbms sql mysql triggers"
"How do you concatenate strings in MySQL? (CONCAT)","<b>ANSWER:</b> Gluing words together.<br><br><b>The Code:</b><br><code>SELECT CONCAT(first_name, ' ', last_name) AS full_name FROM Users;</code><br><br>This safely glues strings together. If you want a specific separator (like a comma), you can also use `CONCAT_WS(', ', last_name, first_name)`.","DBMS Fundamentals","dbms sql mysql strings"
"How do you extract a part of a Date in MySQL? (MONTH, YEAR, DATE_FORMAT)","<b>ANSWER:</b> Pulling out the Month or formatting timestamps.<br><br><b>Extracting a number:</b><br><code>SELECT YEAR(created_at), MONTH(created_at), SUM(total) FROM Orders GROUP BY YEAR(created_at), MONTH(created_at);</code><br><br><b>Formatting a string:</b><br><code>SELECT DATE_FORMAT(created_at, '%M %d, %Y') FROM Users;</code><br>Converts '2023-11-25 14:30:00' into 'November 25, 2023'.","DBMS Fundamentals","dbms sql mysql dates"
"Explain the 'EXISTS' operator. Why is it faster than 'IN'?","<b>ANSWER:</b> EXISTS stops searching the moment it finds a single match.<br><br><b>The IN way (Slow):</b> `WHERE id IN (SELECT user_id FROM Orders)`. Gathers all orders first.<br><b>The EXISTS way (Fast):</b><br><code>SELECT name FROM Users U <br>WHERE EXISTS (SELECT 1 FROM Orders O WHERE O.user_id = U.id);</code><br>MySQL looks at User 1, checks Orders. The instant it finds a single order, it stops, marks User 1 'True', and moves to the next user. Highly optimized.","DBMS Fundamentals","dbms sql mysql performance"
"What is string aggregation? (GROUP_CONCAT in MySQL)","<b>ANSWER:</b> Squashing multiple rows of text into a single comma-separated string.<br><br><b>The Simple Explanation:</b><br>A user takes 3 classes. You want ONE row per user: 'John: Math, Science, Art'.<br><br><b>The Code:</b><br><code>SELECT U.name, GROUP_CONCAT(C.class_name SEPARATOR ', ') as classes<br>FROM Users U JOIN Enrollments C ON ...<br>GROUP BY U.name;</code><br><br>This completely eliminates the need to format strings in your Java/Python code!","DBMS Fundamentals","dbms sql mysql strings aggregation"
"What is a CROSS JOIN?","<b>ANSWER:</b> Creating every possible mathematical combination of two tables (Cartesian Product).<br><br><b>The Code:</b><br><code>SELECT S.color, P.color <br>FROM Shirts S CROSS JOIN Pants P;</code><br><br>If Shirts has 3 rows and Pants has 2 rows, it returns 6 rows.<br><b>Warning:</b> CROSS JOINING large tables will crash your server by generating billions of rows.","DBMS Fundamentals","dbms sql mysql join"
"How do you do an IF-THEN-ELSE check dynamically in MySQL? (IF)","<b>ANSWER:</b> A quick one-liner instead of a full CASE statement.<br><br><b>The Code:</b><br><code>SELECT name, IF(salary > 100000, 'Rich', 'Normal') AS status FROM Employees;</code><br><br>`IF(condition, true_result, false_result)`. It's a clean, MySQL-specific shorthand for simple logic checks.","DBMS Fundamentals","dbms sql mysql logic"
"How do you safely delete duplicate rows, keeping only one in MySQL?","<b>ANSWER:</b> Using a Self-Join DELETE.<br><br><b>The Code:</b><br><code>DELETE t1 FROM Users t1<br>INNER JOIN Users t2 <br>WHERE t1.id > t2.id AND t1.email = t2.email;</code><br><br>This matches rows with the same email. Since it requires `t1.id > t2.id`, it deletes the row with the larger (newer) ID and keeps the oldest original record!","DBMS Fundamentals","dbms sql mysql duplicates delete"
"Explain the DIFFERENCE between DELETE, TRUNCATE, and DROP.","<b>ANSWER:</b> Using a scalpel vs a bulldozer vs a wrecking ball.<br><br><b>DELETE:</b> (The Scalpel) `DELETE FROM Users WHERE id = 5;`. Deletes row by row. Can be ROLLBACKed. Slow.<br><br><b>TRUNCATE:</b> (The Bulldozer) `TRUNCATE TABLE Users;`. Instantly empties the entire table by dropping the data file. Insanely fast, CANNOT be rollback'd.<br><br><b>DROP:</b> (The Wrecking Ball) `DROP TABLE Users;`. Destroys the data AND the table structure itself. The table ceases to exist.","DBMS Fundamentals","dbms sql mysql commands"

"What is the Second Normal Form (2NF)?","<b>ANSWER:</b> No partial dependencies.<br><br><b>The Simple Explanation:</b><br>It must already be in 1NF. Plus, every non-key column must depend on the ENTIRE Primary Key. <br><b>Bad:</b> A table with `Student_ID`, `Course_ID`, and `Course_Fee`. The fee depends on the course, not the student.<br><b>Good (2NF):</b> Move `Course_Fee` into a separate `Courses` table.","DBMS Fundamentals","dbms basic normalization"
"What is the Third Normal Form (3NF)?","<b>ANSWER:</b> No transitive dependencies.<br><br><b>The Simple Explanation:</b><br>It must be in 2NF. Plus, non-key columns cannot depend on OTHER non-key columns. <br><b>Bad:</b> A `Users` table has `Zip_Code` and `City`. `City` actually depends on `Zip_Code`, not the User ID.<br><b>Good (3NF):</b> Move `Zip_Code` and `City` into a separate `Locations` table.","DBMS Fundamentals","dbms basic normalization"
"What is Boyce-Codd Normal Form (BCNF)?","<b>ANSWER:</b> A stricter version of 3NF.<br><br><b>The Simple Explanation:</b><br>Every determinant must be a candidate key. It handles edge cases where a table has multiple overlapping composite keys. If you are in 3NF, you are usually already in BCNF, unless you have a highly complex overlapping schema.","DBMS Fundamentals","dbms basic normalization"
"What is the difference between a Clustered and Non-Clustered Index?","<b>ANSWER:</b> The phonebook itself vs the index at the back of the book.<br><br><b>Clustered Index:</b> The actual physical order of the data on the hard drive. A table can only have ONE clustered index (usually the Primary Key).<br><b>Non-Clustered Index:</b> A separate list that points to the physical data (like an index at the back of a textbook). A table can have many non-clustered indexes.","DBMS Fundamentals","dbms basic index"
"What is a Stored Procedure?","<b>ANSWER:</b> A saved script that runs entirely inside the database engine.<br><br><b>The Simple Explanation:</b><br>Instead of your Java app downloading 10,000 rows, doing math on them, and uploading the result... you write a Stored Procedure. You just tell MySQL `CALL calculate_bonuses();`. The database does the heavy lifting internally, saving massive network bandwidth.","DBMS Fundamentals","dbms sql mysql procedures"
"What is the difference between a Stored Procedure and a Function in SQL?","<b>ANSWER:</b> Actions vs Math.<br><br><b>Stored Procedure:</b> Used to perform actions (INSERT, UPDATE, DELETE). You execute it using `CALL procedure_name()`. It doesn't have to return a value.<br><b>Function:</b> Used to compute a value. It MUST return exactly one value, and you can use it inside standard SQL queries like `SELECT my_function(salary) FROM Users;`.","DBMS Fundamentals","dbms sql mysql procedures"
"What is the difference between CHAR and VARCHAR in MySQL?","<b>ANSWER:</b> Fixed width vs Flexible width.<br><br><b>CHAR(10):</b> ALWAYS takes up exactly 10 characters of memory. If you store 'Dog', it pads it with 7 invisible spaces. It is very fast for things that are always the exact same size (like a 2-letter State Code).<br><b>VARCHAR(255):</b> Flexible. If you store 'Dog', it only uses 3 characters of memory (plus 1 byte to record the length). It saves hard drive space but is slightly slower to process.","DBMS Fundamentals","dbms sql mysql types"
"What is the difference between DATETIME and TIMESTAMP in MySQL?","<b>ANSWER:</b> Timezones.<br><br><b>DATETIME:</b> A dumb clock. If you insert '2023-01-01 10:00:00', it stays exactly that forever, no matter who looks at it.<br><b>TIMESTAMP:</b> A smart clock. It secretly converts the time to UTC when saving it to the hard drive. When a user in Tokyo queries it, MySQL automatically converts it back to Tokyo local time on the fly.","DBMS Fundamentals","dbms sql mysql types dates"
"What is the CAP Theorem?","<b>ANSWER:</b> In a distributed database, you can only pick 2 out of 3 guarantees during a network failure.<br><br>1. <b>Consistency:</b> Every read receives the most recent write.<br>2. <b>Availability:</b> Every request receives a response (even if it's slightly outdated).<br>3. <b>Partition Tolerance:</b> The system keeps working even if a network cable is cut between two servers.<br><br>Because network failures (Partitions) are inevitable, you usually have to choose between Consistency (CP) and Availability (AP).","DBMS Fundamentals","dbms basic architecture cap"
"What are Database Isolation Levels? (Read Uncommitted vs Serializable)","<b>ANSWER:</b> How strictly the database isolates simultaneous users.<br><br><b>Read Uncommitted (Wild West):</b> You can see data that another transaction hasn't even committed yet (Dirty Reads). Highly unsafe, very fast.<br><b>Serializable (Strict):</b> The database forces simultaneous transactions to happen completely sequentially, one after the other. 100% safe, incredibly slow. (MySQL defaults to Repeatable Read, which is in the middle).","DBMS Fundamentals","dbms basic transactions"
"What is a Dirty Read?","<b>ANSWER:</b> Reading fake data.<br><br><b>The Simple Explanation:</b><br>Transaction A updates Alice's balance to $500, but hasn't run `COMMIT` yet. Transaction B reads Alice's balance and sees $500. Transaction A then crashes and runs `ROLLBACK`. Transaction B is now acting on a $500 balance that officially never existed!","DBMS Fundamentals","dbms basic transactions"
"What is a Deadlock?","<b>ANSWER:</b> A Mexican standoff between two transactions.<br><br><b>The Simple Explanation:</b><br>Transaction A locks Table 1 and needs Table 2. Transaction B locks Table 2 and needs Table 1.<br>They both wait for each other to finish... forever. The database detects this infinite standoff and violently kills one of the transactions to let the other finish.","DBMS Fundamentals","dbms basic transactions deadlock"
"What is the difference between a B-Tree Index and a Hash Index?","<b>ANSWER:</b> Range searches vs Exact matches.<br><br><b>B-Tree:</b> The default in MySQL. Keeps data sorted like a tree. Excellent for ranges (`WHERE age > 18`) and sorting (`ORDER BY`).<br><b>Hash Index:</b> Uses a hash map. Incredibly fast, but ONLY works for exact matches (`WHERE id = 5`). It completely fails at ranges (`WHERE id > 5`).","DBMS Fundamentals","dbms basic index"
"What is an Entity-Relationship (ER) Diagram?","<b>ANSWER:</b> The blueprint of your database.<br><br><b>The Simple Explanation:</b><br>It's a visual flowchart used during the design phase.<br>• <b>Entity (Rectangle):</b> A table (e.g., User, Order).<br>• <b>Attribute (Oval):</b> A column (e.g., email, age).<br>• <b>Relationship (Diamond):</b> How they connect (e.g., 'Places', meaning a User Places an Order).","DBMS Fundamentals","dbms basic design er-diagram"
"What are the types of relationships in an ER Diagram? (1:1, 1:N, M:N)","<b>ANSWER:</b> How tables connect.<br><br>• <b>One-to-One (1:1):</b> A User has exactly one Social Security Profile.<br>• <b>One-to-Many (1:N):</b> A User can have MANY Orders. (The most common relationship, handled via a simple Foreign Key).<br>• <b>Many-to-Many (M:N):</b> A Student has many Classes, and a Class has many Students. (This requires a third 'Join/Junction Table' to function).","DBMS Fundamentals","dbms basic design er-diagram"
"What is a Junction Table (Mapping Table)?","<b>ANSWER:</b> The solution to a Many-to-Many relationship.<br><br><b>The Simple Explanation:</b><br>Students can take many Classes. Classes have many Students. You cannot put a Foreign Key in either table without breaking it.<br><b>The Fix:</b> Create a third table called `Enrollments`. It only contains two columns: `student_id` and `class_id`. It acts as the bridge connecting the two main tables.","DBMS Fundamentals","dbms sql mysql schema design"
"What is a FULL OUTER JOIN? How do you do it in MySQL?","<b>ANSWER:</b> Keeping absolutely everything from both sides, even if there is no match.<br><br><b>The Trick:</b> MySQL literally does NOT support `FULL OUTER JOIN` syntax!<br><br><b>The MySQL Code Fix:</b> You have to do a `LEFT JOIN`, and `UNION` it with a `RIGHT JOIN`.<br><code>SELECT * FROM Users LEFT JOIN Orders ON ...<br>UNION<br>SELECT * FROM Users RIGHT JOIN Orders ON ...;</code>","DBMS Fundamentals","dbms sql mysql join"
"What is the difference between UNION and UNION ALL?","<b>ANSWER:</b> Duplicates.<br><br><b>The Simple Explanation:</b><br>You are stacking the results of two completely separate `SELECT` queries on top of each other.<br>• <b>UNION:</b> Stacks them, but takes the time to scan the massive result and delete any duplicate rows. Slower.<br>• <b>UNION ALL:</b> Literally just blindly stacks them together. Keeps duplicates. Much faster!","DBMS Fundamentals","dbms sql mysql union"
"How do you do an 'Upsert' (Insert or Update) in MySQL?","<b>ANSWER:</b> `INSERT ... ON DUPLICATE KEY UPDATE`<br><br><b>The Simple Explanation:</b><br>You want to insert a profile view, but if they already viewed it, just increment the counter.<br><br><b>The Code:</b><br><code>INSERT INTO Views (user_id, count) <br>VALUES (5, 1) <br>ON DUPLICATE KEY UPDATE count = count + 1;</code><br><br><i>Note:</i> `user_id` must be a Primary Key or Unique Index for this to trigger.","DBMS Fundamentals","dbms sql mysql upsert"
"What is REPLACE INTO in MySQL?","<b>ANSWER:</b> A destructive alternative to Upsert.<br><br><b>The Code:</b><br><code>REPLACE INTO Users (id, name) VALUES (5, 'Bob');</code><br><br><b>How it works:</b> If ID 5 already exists, MySQL literally `DELETE`s the entire original row, and `INSERT`s a brand new one. <br><b>Warning:</b> This is extremely dangerous. If you don't provide all the columns in the query, the missing columns are erased and replaced with NULLs!","DBMS Fundamentals","dbms sql mysql replace commands"

"What is SQL Injection (SQLi)? How do you prevent it?","<b>ANSWER:</b> The most famous database hack in the world.<br><br><b>The Attack:</b> A user types `105 OR 1=1` into the username box. Your bad Java code concatenates it directly into the query: `SELECT * FROM Users WHERE id = 105 OR 1=1`. Because `1=1` is always true, the database spits out the passwords for EVERY user.<br><b>The Prevention:</b> Prepared Statements. You send the query (`WHERE id = ?`) to the database FIRST. Then you send the user input separately. The database treats the input purely as text, not as executable code.","DBMS Fundamentals","dbms sql security"
"What are DDL, DML, DCL, and TCL in SQL?","<b>ANSWER:</b> The 4 categories of SQL commands.<br><br>• <b>DDL (Data Definition Language):</b> Building the tables (`CREATE`, `ALTER`, `DROP`, `TRUNCATE`).<br>• <b>DML (Data Manipulation Language):</b> Editing the data (`SELECT`, `INSERT`, `UPDATE`, `DELETE`).<br>• <b>DCL (Data Control Language):</b> Security (`GRANT`, `REVOKE` permissions).<br>• <b>TCL (Transaction Control Language):</b> Safely grouping actions (`COMMIT`, `ROLLBACK`).","DBMS Fundamentals","dbms sql commands theory"
"Does MySQL support JSON? How do you query it?","<b>ANSWER:</b> Yes, it has native JSON data types.<br><br><b>The Simple Explanation:</b><br>You can dump raw JSON objects into a table column and use special functions to pull out specific keys.<br><b>The Code:</b><br><code>SELECT JSON_EXTRACT(settings, '$.theme') FROM Users;</code><br>Or the shorthand syntax:<br><code>SELECT settings->'$.theme' FROM Users;</code>","DBMS Fundamentals","dbms sql mysql json"
"What is a Composite Key?","<b>ANSWER:</b> A Primary Key made of multiple columns glued together.<br><br><b>The Simple Explanation:</b><br>In an `Enrollments` table, there is no single 'ID' column. The uniqueness comes from the combination of `student_id` AND `class_id`.<br><b>The Code:</b><br><code>CREATE TABLE Enrollments (<br>  student_id INT,<br>  class_id INT,<br>  PRIMARY KEY (student_id, class_id)<br>);</code><br>This prevents a student from enrolling in the exact same class twice.","DBMS Fundamentals","dbms sql schema keys"
