Question,Answer,Topic,Tags
"What is Docker? Why did it revolutionize software?","<b>ANSWER:</b> Docker is a standardized shipping container for code.<br><br><b>The Simple Explanation:</b><br>The biggest nightmare in programming used to be: 'It works on my machine, but it crashes on the production server!' (Because the server had a different version of Python, or was missing a specific DLL file).<br><br><b>The Fix (Docker):</b> You put your code, the exact version of Python it needs, and every single configuration file into a sealed 'Container'.<br>Docker guarantees that if this container runs on your laptop, it will run exactly, 100% identically on an AWS server in Tokyo, or an Azure server in London. It eliminated the 'It works on my machine' problem forever.","System Design","system-design docker devops"
"What is Kubernetes (K8s)?","<b>ANSWER:</b> The Port Manager orchestrating thousands of shipping containers.<br><br><b>The Simple Explanation:</b><br>Docker is great for putting your app in one container. But what if you have a massive website that needs 5,000 containers running simultaneously across 100 physical servers?<br><br>You can't manage that manually. <b>Kubernetes is the AI manager.</b><br>You give Kubernetes a blueprint: 'I always want exactly 50 Web Containers and 10 Database Containers running.'<br>If a server catches on fire and 5 Web Containers die, Kubernetes instantly detects it, finds a healthy server, and automatically spins up 5 new Web Containers to replace them without a human ever pressing a button.","System Design","system-design kubernetes devops"
"What is the SDLC (Software Development Life Cycle)?","<b>ANSWER:</b> The assembly line process of building software from an idea to a finished product.<br><br><b>The Simple Explanation:</b><br>You can't just sit down and start typing code to build a banking app. You must follow a strict life cycle:<br>1. <b>Planning/Requirements:</b> What exactly are we building? (Talk to the client).<br>2. <b>Design:</b> System Architecture and UI wireframes.<br>3. <b>Implementation (Coding):</b> Actually writing the Java/Python.<br>4. <b>Testing:</b> Finding bugs before the customer does.<br>5. <b>Deployment:</b> Putting it on the live servers.<br>6. <b>Maintenance:</b> Fixing crashes and adding new features over the next 10 years.","System Design","system-design sdlc process"
"Explain the Waterfall Methodology. Why is it rarely used now?","<b>ANSWER:</b> Building software like you build a bridge.<br><br><b>The Simple Explanation:</b><br>Waterfall is a rigid, step-by-step process. You spend 6 months writing a 500-page Requirements document. Then 6 months Designing. Then 6 months Coding. Then 6 months Testing. You NEVER go backwards.<br><br><b>The Flaw:</b> By the time the software is finished 2 years later, the client says, 'Wait, the market changed, I don't want this anymore.' Because you can't go backwards, the entire 2-year project is a failure. It is too slow and inflexible for the modern tech world (though still used for things like Space Shuttles where you can't push a quick update to fix a bug in orbit).","System Design","system-design sdlc waterfall"
"Explain the Agile Methodology. How does it fix Waterfall?","<b>ANSWER:</b> Building software like a steering wheel, adjusting course constantly.<br><br><b>The Simple Explanation:</b><br>Instead of taking 2 years to deliver one massive finished product, Agile breaks the project into tiny 2-week chunks (Sprints).<br><br>After 2 weeks, you hand the client a super basic, ugly, but working version of the app. The client says, 'I hate that button.' You say, 'No problem!' and you fix it in the next 2-week Sprint. <br>You constantly deliver small pieces of working software, get instant feedback, and change direction immediately if the client changes their mind. It guarantees you are always building exactly what the customer wants right now.","System Design","system-design sdlc agile"
"What is a Scrum Sprint?","<b>ANSWER:</b> A 2-week mini-marathon to build a specific feature.<br><br><b>The Simple Explanation:</b><br>Scrum is the most popular framework for doing Agile.<br>In Scrum, work is never endless. You take a massive list of everything the app needs (The Product Backlog), and the team picks exactly 5 things they think they can finish in the next 2 weeks (The Sprint Backlog).<br><br>For those 2 weeks, the team locks the door. The boss is NOT allowed to add new tasks. The team focuses purely on finishing those 5 things. At the end of the Sprint, they show the finished work to the boss, celebrate, and then plan the next 2-week Sprint.","System Design","system-design sdlc scrum agile"
"What is a Message Queue? (e.g., RabbitMQ, Kafka)","<b>ANSWER:</b> An Inbox for computer programs.<br><br><b>The Simple Explanation:</b><br>Imagine an online store. When you click 'Buy', the server has to: Charge your card, Generate an invoice, Email you a receipt, and Tell the warehouse to ship it. If the server does this sequentially, you stare at a loading screen for 10 seconds.<br><br><b>The Fix (Message Queue):</b><br>When you click 'Buy', the server just drops a tiny sticky note into a Message Queue that says 'Order 123 Placed', and instantly shows you the 'Success!' screen (Takes 0.1 seconds).<br>In the background, the Email Server and the Warehouse Server read the sticky note from the Queue at their own pace and do their jobs asynchronously.","System Design","system-design architecture async"
"What is Event-Driven Architecture?","<b>ANSWER:</b> A system built entirely on reacting to things that just happened.<br><br><b>The Simple Explanation:</b><br>Instead of Server A constantly asking Server B, 'Did a new user sign up?', the system uses Events.<br><br>When a user signs up, the Login Server simply yells an Event into the void: 'USER_CREATED_EVENT!'. It doesn't care who is listening.<br>The Welcome Email Server hears that yell, and sends an email. The Analytics Server hears that yell, and updates a graph. If you want to add a new SMS Notification feature later, you don't even have to touch the Login code; you just build an SMS server that listens for that exact same yell. It creates incredibly loosely coupled code.","System Design","system-design architecture events"
"What is DevOps?","<b>ANSWER:</b> Tearing down the brick wall between the Code Writers and the Server Managers.<br><br><b>The Simple Explanation:</b><br>Historically, Developers wrote code, threw it over a brick wall to the Operations (Ops) team, and said 'Here, put this on the server.' When it crashed, Ops blamed the Devs for bad code, and Devs blamed Ops for a bad server. It was toxic.<br><br><b>DevOps</b> is a culture and set of tools (like CI/CD, Docker, Kubernetes) where both teams merge. Developers write code that automatically tests and deploys itself to the servers. Operations write code to automate the servers. Everyone is responsible for the entire pipeline.","System Design","system-design devops process"
"What is CI/CD (Continuous Integration / Continuous Deployment)?","<b>ANSWER:</b> An automated robot factory for your code.<br><br><b>The Simple Explanation:</b><br>• <b>Continuous Integration (CI):</b> Every time a developer saves their code to GitHub, a robot wakes up, compiles the code, and runs 1,000 automated unit tests. If even 1 test fails, the robot rejects the code and yells at the developer. This guarantees the main codebase is never broken.<br>• <b>Continuous Deployment (CD):</b> If all 1,000 tests pass, the robot automatically packages the code into a Docker container and physically uploads it to the live AWS Production server, replacing the old version with zero downtime. Code goes from a developer's laptop to live customers in 5 minutes, completely automatically.","System Design","system-design devops ci-cd"

"What is a Content Delivery Network (CDN) in System Design?","<b>ANSWER:</b> Storing heavy files next door to the user.<br><br><b>The Simple Explanation:</b><br>If your main server is in New York, and a user in Tokyo requests a 5MB image, that image has to travel under the ocean, taking 300 milliseconds. It makes your app feel slow.<br><br>A CDN (like Cloudflare or AWS CloudFront) is a global network of 'dumb' servers. You upload the image once. The CDN copies it to a server physically located in Tokyo. Now, when the Tokyo user asks for the image, they get it from the server down the street in 10 milliseconds. You ALWAYS use a CDN for static assets (images, CSS, Javascript, Videos).","System Design","system-design cdn performance"
"Explain the CAP Theorem.","<b>ANSWER:</b> You can't have your cake, eat it, and share it when the internet breaks.<br><br><b>The Simple Explanation:</b><br>In a distributed database (Data is copied across Server A and Server B).<br>If the network cable between Server A and Server B is cut (<b>P - Partition Tolerance</b>), the system MUST choose between two things:<br>1. <b>C - Consistency:</b> Server A refuses to accept any new data because it can't sync with Server B. The data is perfectly accurate, but the system is down (Unavaliable).<br>2. <b>A - Availability:</b> Server A accepts new data anyway, so the user is happy. But now Server A and Server B have completely different data (Inconsistent).<br><br>You must choose AP (Cassandra) or CP (MongoDB). You cannot have CAP.","System Design","system-design cap-theorem database"
"What is Database Sharding?","<b>ANSWER:</b> Slicing a massive database into smaller databases across different computers.<br><br><b>The Simple Explanation:</b><br>If your `Users` table hits 10 billion rows, a single database server will explode. Even if you Vertical Scale to the max, it's not enough.<br><br><b>Sharding (Horizontal Scaling for DBs):</b><br>You buy 4 cheap database servers.<br>Server 1 holds Users with Last Name A-F.<br>Server 2 holds Users with Last Name G-M, etc.<br>When John Smith logs in, the Application logic instantly knows: 'Smith starts with S. Send this query directly to Server 4, and ignore the other 3 servers.' It provides infinite scalability.","System Design","system-design database sharding scalability"
"What is Consistent Hashing? Why is it crucial for Sharding?","<b>ANSWER:</b> A mathematical ring that prevents a massive data reshuffle when a server dies.<br><br><b>The Simple Explanation:</b><br>Normally, if you have 4 servers, you route data using `User_ID % 4`. (User 10 goes to Server 2).<br>But what if Server 4 catches on fire? Now you only have 3 servers. If you do `User_ID % 3`, EVERY SINGLE USER is suddenly routed to a different server! The entire database has to be reorganized, crashing the system.<br><br><b>Consistent Hashing:</b> Arranges servers in a virtual 'Ring'. If a server dies, only the tiny slice of data that belonged to that specific server moves to the next server in the ring. The other 90% of the data stays exactly where it was.","System Design","system-design hashing sharding"
"What is Rate Limiting?","<b>ANSWER:</b> A bouncer that stops one person from drinking all the water.<br><br><b>The Simple Explanation:</b><br>APIs are expensive for the server to process.<br>If a hacker writes a script to hit your `/login` API 10,000 times a second, they will use 100% of your CPU, and legitimate users will get an error (a DoS attack).<br><br>A Rate Limiter sits in front of the API. It tracks the IP address of the user. It says: 'Rule: You are only allowed 5 logins per minute.' If the hacker hits it a 6th time, the Rate Limiter instantly drops the request and returns a `429 Too Many Requests` error, saving the backend server.","System Design","system-design security api"
"Explain the Token Bucket algorithm used in Rate Limiting.","<b>ANSWER:</b> A bucket of physical tokens that refills over time.<br><br><b>The Simple Explanation:</b><br>Imagine a bucket that can hold a maximum of 10 coins. Every 1 second, the server drops 1 new coin into the bucket.<br><br>Every time a user makes an API request, they must take 1 coin out of the bucket to pay for the request.<br>If the user makes 10 requests instantly, the bucket is empty. If they make an 11th request, there are no coins, so the request is rejected (Rate Limited). They must wait 1 second for a new coin to drop in. It allows for short bursts of traffic, but enforces a long-term average speed limit.","System Design","system-design rate-limiting algorithm"
"What is Long Polling vs WebSockets?","<b>ANSWER:</b> Two ways to get real-time data.<br><br><b>The Simple Explanation:</b><br>• <b>Long Polling (The Patient Waiter):</b> You ask the server, 'Do I have new messages?' If no, the server does NOT hang up. It holds the connection open for 30 seconds. The moment a message arrives, it sends it and closes the connection. You immediately ask again. It is a hacky way to simulate real-time over standard HTTP.<br>• <b>WebSockets (The Open Phone Line):</b> A true, persistent, two-way connection. You call the server once. The line stays open forever. The server can push data to you at any millisecond without you ever asking. (Standard for chat apps and multiplayer games).","System Design","system-design websockets architecture"
"What is the Proxy vs Reverse Proxy in System Design?","<b>ANSWER:</b> Who the proxy is protecting.<br><br><b>The Simple Explanation:</b><br>• <b>Forward Proxy (Protects the Client):</b> You use a proxy (like a VPN) to hide your laptop's IP address from the internet. The website thinks the proxy is the actual user.<br>• <b>Reverse Proxy (Protects the Server):</b> The website uses a proxy (like Nginx) to hide its internal database and backend servers from the internet. You connect to the Reverse Proxy, and it secretly routes your request to a hidden server in the back. It is used for Load Balancing, Security, and SSL termination.","System Design","system-design proxy architecture"
"What is Serverless Computing? (e.g., AWS Lambda)","<b>ANSWER:</b> Code that runs in the void, without you managing a server.<br><br><b>The Simple Explanation:</b><br>Normally, you rent an AWS server, install Linux, install Node.js, and leave the server running 24/7. You pay $50 a month even if 0 users visit your site.<br><br><b>Serverless:</b> You literally just upload a tiny `.js` file to AWS. There is no server. <br>When a user clicks a button on your app, AWS magically wakes up a tiny container, runs your 10 lines of code, returns the result, and instantly destroys the container. You are billed exactly $0.000001 for the 50 milliseconds your code actually ran. If 0 users click, you pay $0.00.","System Design","system-design serverless cloud"
"What is Eventual Consistency?","<b>ANSWER:</b> The compromise that makes massive global systems fast.<br><br><b>The Simple Explanation:</b><br>In a highly consistent SQL database, if you change your password, every server in the world must lock down and update simultaneously before the system returns 'Success'. This is slow.<br><br>In Eventual Consistency (used in NoSQL/Cassandra), if you change your profile picture on Facebook, the server in California updates and instantly returns 'Success'. <br>Over the next 3 seconds, that update silently ripples out to the servers in London and Tokyo. For a brief 3-second window, your friend in London might see your OLD picture, but *eventually*, the entire globe will be consistent.","System Design","system-design consistency database"
"Explain a Content Delivery Network (CDN) Push vs Pull.","<b>ANSWER:</b> How the files get into the CDN.<br><br><b>The Simple Explanation:</b><br>• <b>Push CDN:</b> You (the developer) manually upload the 5MB video directly to the CDN's servers. The CDN pushes it out globally. (Good for massive files that rarely change).<br>• <b>Pull CDN:</b> You just put the video on your own tiny web server. When a user in Tokyo asks the CDN for the video, the CDN realizes it doesn't have it. The CDN 'Pulls' the video from your server, saves a copy in Tokyo, and then gives it to the user. The next user in Tokyo gets the cached copy instantly. (Good for highly dynamic websites).","System Design","system-design cdn caching"
"What is Blue-Green Deployment?","<b>ANSWER:</b> Releasing a new version of your app with zero downtime and zero risk.<br><br><b>The Simple Explanation:</b><br>Imagine you have 10 servers running Version 1 of your app (The Blue environment). Customers are actively using it.<br><br>Instead of turning them off to update them (causing downtime), you buy 10 brand new servers and install Version 2 (The Green environment). You test Green privately. When you are 100% sure Green is perfect, you simply flip a switch on the Load Balancer. All customer traffic instantly routes to Green. If Green crashes 5 minutes later, you instantly flip the switch back to Blue.","System Design","system-design devops deployment"
"What is a Service Mesh?","<b>ANSWER:</b> The traffic cop for Microservices.<br><br><b>The Simple Explanation:</b><br>When you have a Monolith, the 'Login' code just calls the 'Payment' code directly in RAM.<br>When you have 500 Microservices, 'Login' has to send an HTTP network request to 'Payment'. What if the network fails? What if 'Payment' is slow? What if a hacker intercepts the traffic?<br><br>A Service Mesh (like Istio) attaches a tiny sidecar proxy to every single microservice. The services no longer talk to each other directly; they talk to their sidecar. The sidecars handle all the complex routing, retries, timeouts, and automatic encryption, keeping the actual application code completely clean.","System Design","system-design microservices architecture"
"Explain the concept of 'Stateful' vs 'Stateless' Architecture.","<b>ANSWER:</b> Whether the server has a memory of the past.<br><br><b>Stateful (The Bad Way for Scaling):</b><br>User logs into Server A. Server A saves the user's Session ID in its local RAM. If the Load Balancer routes their next request to Server B, Server B says 'I don't know you, please log in.' You are permanently glued to Server A.<br><br><b>Stateless (The Cloud Way):</b><br>The server saves absolutely nothing in local RAM. When a user logs in, the server gives the user a token (JWT) or saves the session in a shared database (Redis). Now, the user can talk to Server A, B, or C, and every server can instantly verify who they are by looking at the token or the Redis database. It allows infinite horizontal scaling.","System Design","system-design architecture scaling"
"What is JWT (JSON Web Token)?","<b>ANSWER:</b> A digital VIP pass that the user carries in their pocket.<br><br><b>The Simple Explanation:</b><br>In older systems, when a user logged in, the server saved their Session ID in a Database. Every time the user clicked a button, the server had to ask the database, 'Is this Session ID real?' (This slows down the database).<br><br>With JWT, the server signs a cryptographically secure token (which contains the user's ID and role) and hands it to the user. The server saves nothing. Every time the user clicks a button, they show the JWT. The server just does a quick math check on the signature. If the math checks out, the user is valid. Zero database lookups required!","System Design","system-design security authentication"
"What is Graphql vs REST?","<b>ANSWER:</b> REST gives you a fixed meal. GraphQL lets you build a custom plate.<br><br><b>The Simple Explanation:</b><br>• <b>REST:</b> You call `/users/1`. The server is hardcoded to return the user's Name, Age, Email, Address, and 50 other fields. Even if your mobile app only needs the Name, you download 5MB of wasted data (Over-fetching).<br>• <b>GraphQL:</b> There is only one endpoint (`/graphql`). The client sends a query specifying EXACTLY what it wants: `Give me User 1, but ONLY the Name.` The server returns a tiny JSON object with just the Name. It is incredibly efficient for mobile networks.","System Design","system-design api graphql"
"What is a Reverse Index (Inverted Index)? How do search engines work?","<b>ANSWER:</b> The index at the back of a textbook.<br><br><b>The Simple Explanation:</b><br>If you want to search a database of 1 million books for the word 'Apple', a normal database scans every page of every book (Incredibly slow).<br><br>Search engines (like Elasticsearch) build an Inverted Index. When a book is added, it breaks the book into words. It creates a dictionary:<br>• <b>Apple:</b> Found in Book 12 (Page 4), Book 99 (Page 2).<br>• <b>Banana:</b> Found in Book 4 (Page 1).<br><br>When a user searches 'Apple', the engine just looks up the word 'Apple' in the dictionary and instantly returns Book 12 and 99 in O(1) time.","DBMS Fundamentals","system-design search database"
"Explain the Publisher/Subscriber (Pub/Sub) pattern.","<b>ANSWER:</b> A radio tower broadcasting to anyone who cares.<br><br><b>The Simple Explanation:</b><br>Imagine a YouTube channel (Publisher). The creator uploads a video. They don't have to manually email all 1 million subscribers (that would take hours and crash the server).<br><br>The creator just uploads the video to the Pub/Sub system (like Kafka or Google Cloud Pub/Sub) with the topic 'New_Video'.<br>The system handles everything else. It instantly broadcasts the message out to all 1 million subscribers who are 'listening' to that topic. The Publisher has no idea who the Subscribers are, and the Subscribers have no idea who the Publisher is. Total decoupling.","System Design","system-design architecture async"
"What is Disaster Recovery (RPO and RTO)?","<b>ANSWER:</b> How much money you lose when the data center catches on fire.<br><br><b>The Simple Explanation:</b><br>• <b>RPO (Recovery Point Objective):</b> Data Loss. If the server explodes at 12:00 PM, and your last backup was at 11:00 AM, you permanently lost 1 hour of customer data. Your RPO is 1 hour.<br>• <b>RTO (Recovery Time Objective):</b> Downtime. How long does it take the IT team to buy a new server, install Windows, load the backup, and turn the website back on? If it takes 4 hours, your RTO is 4 hours.<br><br>Banks spend millions of dollars to get their RPO and RTO down to 0 seconds (using active-active multi-region replication).","System Design","system-design devops reliability"
"What is Infrastructure as Code (IaC)? (e.g., Terraform)","<b>ANSWER:</b> Writing a script to physically build a data center.<br><br><b>The Simple Explanation:</b><br>In the past, to set up an AWS environment, an IT guy had to click around the AWS website for 5 hours, creating servers, configuring firewalls, and linking databases. If he made a typo, it was a disaster.<br><br><b>IaC:</b> You write a simple text file (`main.tf`) that says: 'Create 5 Servers. Create 1 Database. Create 1 Firewall.' You run the script, and AWS magically builds the entire physical infrastructure in 2 minutes.<br>If the servers get hacked, you delete them all, press Play on the script, and the entire identical infrastructure is rebuilt perfectly in 2 minutes.","System Design","system-design devops infrastructure"

"What is Chaos Engineering? (e.g., Chaos Monkey)","<b>ANSWER:</b> Intentionally breaking things in Production to see if they survive.<br><br><b>The Simple Explanation:</b><br>Netflix famously invented 'Chaos Monkey'. It is a script that randomly roams their production servers and unplugs them. It randomly kills databases, terminates network connections, and shuts down Amazon VMs.<br><br><b>Why?</b> It forces developers to build systems that are so insanely resilient and redundant that even if a meteor hits an AWS data center, the Netflix system automatically heals itself and the customer never notices. It proves the system works under catastrophic failure.","System Design","system-design testing reliability"
"What is a Distributed Lock? (e.g., Redis Redlock)","<b>ANSWER:</b> Preventing 5 servers from buying the exact same concert ticket.<br><br><b>The Simple Explanation:</b><br>In a Monolith, you just use a standard Java Mutex to lock the code.<br>In a Microservices architecture, you have 5 Payment Servers running on 5 different computers. If there is only 1 Taylor Swift ticket left, and all 5 servers try to buy it at the exact same millisecond, they can't use a Java Mutex because they don't share RAM.<br><br><b>The Fix:</b> They all talk to a central Redis Cache. The first server to say 'Lock Ticket 1' gets the green light. The other 4 servers are rejected.","System Design","system-design concurrency architecture"
"Explain Object Storage (Amazon S3) vs Block Storage (Amazon EBS).","<b>ANSWER:</b> A massive parking lot vs a physical hard drive.<br><br><b>The Simple Explanation:</b><br>• <b>Block Storage (EBS):</b> Like buying a physical SSD and plugging it into your server. You install an operating system on it, format it, and save files in folders. It is extremely fast, but it is tied to that specific server. If you run out of space, you have to buy a bigger drive.<br>• <b>Object Storage (S3):</b> A massive, infinite bucket in the cloud. There are no folders or OS. You just toss a 5MB image into the bucket, and AWS hands you a URL (`s3.aws.com/mybucket/cat.jpg`). It is incredibly cheap, infinitely scalable, and can be accessed from anywhere on the internet.","System Design","system-design storage cloud"
"What is API Gateway?","<b>ANSWER:</b> The Front Desk Receptionist for your Microservices.<br><br><b>The Simple Explanation:</b><br>You have 50 different microservices (Login, Billing, Search).<br>If a mobile app needs to use them, does the app have to memorize 50 different IP addresses and handle 50 different SSL certificates? No.<br><br>The mobile app just talks to ONE single address (The API Gateway). The Gateway checks the user's JWT token to make sure they are logged in, logs the request for analytics, and then routes the request to the correct internal microservice. It centralizes security and routing.","System Design","system-design microservices architecture"
"What is a Bloom Filter?","<b>ANSWER:</b> A highly space-efficient data structure that asks 'Is this definitely new, or PROBABLY already here?'<br><br><b>The Simple Explanation:</b><br>Imagine Google Chrome warning you about malicious websites. There are 10 billion malicious URLs. Storing 10 billion strings in RAM is impossible.<br><br>A Bloom Filter uses a tiny bit of math (hashing) to compress that massive list into a tiny block of memory.<br>When you visit a URL, it checks the filter. <br>• It can say 'This is DEFINITELY NOT on the list' (100% accurate, safe to proceed).<br>• It can say 'This is PROBABLY on the list' (Maybe 1% false positive). If it says probably, Chrome then does the slow, expensive database lookup to confirm.","System Design","system-design algorithms architecture"
"What is Data Pagination? (Offset vs Keyset)","<b>ANSWER:</b> How to show 1 million results without crashing the browser.<br><br><b>The Simple Explanation:</b><br>If a user searches for 'Shoes', you don't send them 1 million shoes. You send them 20 (Page 1).<br><br>• <b>Offset (The Old Way):</b> `LIMIT 20 OFFSET 1000`. The database counts the first 1,000 rows, throws them away, and gives you the next 20. It's easy, but if you skip to Page 50,000, the database has to count 1,000,000 rows just to throw them away. Very slow.<br>• <b>Keyset (The Fast Way):</b> `WHERE id > 1000 LIMIT 20`. The database uses the Index to jump instantly to ID 1000, and grabs the next 20. Lightning fast, even on Page 50,000.","System Design","system-design database performance"
"What is a Content Management System (CMS)? (e.g., WordPress)","<b>ANSWER:</b> A website builder for non-programmers.<br><br><b>The Simple Explanation:</b><br>If a marketing team wants to publish a new blog post, they shouldn't have to call a Java developer to edit the raw HTML and push it to a server.<br><br>A CMS is a pre-built software application (with a database, an admin dashboard, and a frontend) that allows anyone to log in, type text into a box, upload an image, and click 'Publish'. It manages the creation and modification of digital content completely visually.","System Design","system-design web architecture"
"What is the strangler fig pattern in system design?","<b>ANSWER:</b> Slowly suffocating an old, legacy system to death.<br><br><b>The Simple Explanation:</b><br>You have a massive, 15-year-old Monolith app that is terrifying to update.<br>Instead of trying to rewrite the entire thing at once (which usually fails), you put an API Gateway in front of it.<br><br>You write ONE new microservice (e.g., the 'Billing' service). You tell the API Gateway, 'Route all Billing traffic to the new service. Route everything else to the old Monolith.'<br>Over the next 2 years, you slowly build more microservices, strangling the Monolith until absolutely no traffic goes to it, and you can finally turn it off.","System Design","system-design microservices migration"
"Explain Webhooks vs APIs.","<b>ANSWER:</b> Asking for news vs Having the newspaper delivered.<br><br><b>The Simple Explanation:</b><br>• <b>API (Polling):</b> Your app asks Stripe (the payment processor) every 5 minutes, 'Did the user pay yet? Did they pay yet?' This wastes massive amounts of bandwidth and CPU.<br>• <b>Webhook:</b> You tell Stripe, 'Here is my website URL. Don't call me, I'll call you.' You sit quietly. The exact second the user pays, Stripe shoots an HTTP POST request directly to your URL containing the payment data. It is instant and highly efficient.","System Design","system-design api integration"
