Question,Answer,Topic,Tags
"What is a Final variable, Final method, and Final class?","<b>ANSWER:</b> The `final` keyword means 'This cannot be changed anymore.'<br><br><b>1. Final Variable (Constant):</b><br>Once you assign a value to it, it can never be changed. Like a permanent marker.<br><code>final double PI = 3.14159;</code><br><br><b>2. Final Method (No Overriding):</b><br>A parent class locks a method so no child class can ever override or change its behavior. Use this for critical security or core logic.<br><code>public final void checkPassword() { ... }</code><br><br><b>3. Final Class (No Inheritance):</b><br>A class that cannot be extended by anyone. It is a dead end in the family tree. The `String` class in Java is final, which means no one can create a fake `HackedString` class that acts maliciously.","OOP Fundamentals","oop final java keywords"
"Explain Garbage Collection simply. Do we need to manually delete objects?","<b>ANSWER:</b> Garbage Collection (GC) is the automatic janitor of your programming language.<br><br><b>The Simple Explanation:</b><br>In older languages like C or C++, when you create an object in memory (`malloc`), you are legally required to manually destroy it (`free`) when you're done. If you forget, your program uses more and more memory until the computer crashes (Memory Leak).<br><br>In Java/Python, you just create objects. The Garbage Collector runs in the background. It looks for objects that no longer have any 'remote controls' (references) pointing to them. If an object is completely abandoned, the janitor sweeps it out of memory automatically.<br><br><b>Application:</b><br><code><br>Dog myDog = new Dog();<br>myDog = null; // The Dog object is now abandoned. GC will delete it soon.</code>","OOP Fundamentals","oop memory garbage-collection java"
"What is an Exception? Difference between Checked and Unchecked Exceptions?","<b>ANSWER:</b> An Exception is an error event that disrupts the normal flow of a program. It's a way for code to scream, 'Something went wrong, I can't continue!'<br><br><b>Checked Exceptions (The Predictable Hazards):</b><br>Things outside your control that you MUST prepare for. Like trying to read a file that might have been deleted, or connecting to a database when the Wi-Fi is off.<br>• Java <i>forces</i> you to write a `try-catch` block. If you don't, the code won't even compile.<br>• Example: `IOException`, `SQLException`.<br><br><b>Unchecked Exceptions (Programmer Stupidity):</b><br>Bugs in your actual logic. <br>• Java doesn't force you to catch these, because you should just write better code to prevent them!<br>• Example: `NullPointerException` (trying to use an empty object), `ArrayIndexOutOfBoundsException` (asking for the 10th item in a 5-item list).","OOP Fundamentals","oop exceptions error-handling java"
"What is a Stack vs Heap in Memory?","<b>ANSWER:</b> These are the two main areas where your program stores data while running.<br><br><b>1. The Stack (The Notepad):</b><br>• Fast, temporary, and organized.<br>• Stores local variables (primitives like `int`, `double`) and method calls.<br>• It works strictly First-In, Last-Out. When a method finishes running, all its local variables are instantly erased.<br><br><b>2. The Heap (The Warehouse):</b><br>• Huge, slightly slower, and messy.<br>• Stores all Objects (anything created with the `new` keyword).<br>• Objects stay in the Heap until the Garbage Collector throws them away.<br><br><b>Application:</b><br><code>int age = 25; // Stored on the Stack<br>Dog myDog = new Dog(); // The 'Dog' is in the Heap. The remote control 'myDog' is on the Stack!</code>","OOP Fundamentals","oop memory stack heap"
"What is the difference between an Array and an ArrayList?","<b>ANSWER:</b> <br><b>Array (The Fixed Box):</b><br>• It has a strict, unchangeable size. If you make an array of 5 slots, you can NEVER put a 6th item in it. You have to buy a brand new bigger box.<br>• It is extremely fast and uses less memory.<br>• Can store primitives (`int`) or Objects.<br>• Code: `int[] numbers = new int[5];`<br><br><b>ArrayList (The Magic Expanding Box):</b><br>• It grows automatically. Under the hood, if it gets full, Java secretly creates a bigger Array and copies the old items over for you.<br>• It is slightly slower and uses more memory.<br>• Can ONLY store Objects (uses wrappers like `Integer` instead of `int`).<br>• Code: `ArrayList<Integer> numbers = new ArrayList<>();`<br>• Use this 99% of the time in real applications unless you have a strict performance limit.","OOP Fundamentals","oop arrays data-structures java"
"Explain the concept of 'Coupling' and 'Cohesion'. What is the goal?","<b>ANSWER:</b> These measure how your code files interact with each other.<br><br><b>1. Coupling (How connected are different classes?):</b><br>• High Coupling is BAD. It means two classes are glued together. If you change the Database class, the User class breaks.<br>• Low Coupling is GOOD. Classes act like Lego bricks. You can pull one out and snap a new one in without breaking the whole castle.<br><br><b>2. Cohesion (How focused is a single class?):</b><br>• Low Cohesion is BAD. A `Utility` class that handles saving files, sending emails, and calculating taxes. It's a messy junk drawer.<br>• High Cohesion is GOOD. An `EmailSender` class that does nothing except send emails. It is highly focused on one job.<br><br><b>The Ultimate Goal:</b> Low Coupling (independent) and High Cohesion (focused).","OOP Fundamentals","oop architecture coupling cohesion"
"What is an Abstract Method? Why not just write the code in the parent?","<b>ANSWER:</b> An Abstract Method is a method that has a name, but no body (no code inside). It forces children to write the code.<br><br><b>The Simple Explanation:</b><br>Imagine a parent class called `Shape`. We want a method called `calculateArea()`.<br>What code do you write inside the parent? You can't! The formula for a circle is `pi*r^2`, and a square is `w*h`. The parent doesn't know what shape it is.<br><br><b>Application:</b><br><code><br>abstract class Shape {<br>  // No curly braces. Just a semicolon.<br>  public abstract double calculateArea(); <br>}</code><br><br>By making it abstract, the parent creates a strict rule: 'If you want to be a Shape, you MUST write your own `calculateArea()` method. I will not provide a default.'","OOP Fundamentals","oop abstract java"
"What is Multiple Inheritance? Why doesn't Java support it for classes?","<b>ANSWER:</b> Multiple Inheritance is a class having two distinct Parent Classes.<br><br><b>The Problem (The Deadly Diamond of Death):</b><br>Imagine Class `Printer` and Class `Scanner`. Both have a method called `turnOn()`.<br>Now you create a `Photocopier` class that extends BOTH `Printer` and `Scanner`.<br>If you run `myPhotocopier.turnOn()`, which parent's code should execute? The Printer's turnOn or the Scanner's turnOn? The compiler gets confused and crashes.<br><br><b>The Java Solution:</b><br>Java bans multiple inheritance for classes to avoid this nightmare. You can only `extend` ONE class.<br>However, you CAN implement MULTIPLE Interfaces, because interfaces don't have code in them (just method names), so there is no conflict over which code to run!","OOP Fundamentals","oop inheritance java interfaces"
"Explain the concept of 'Type Casting' (Upcasting vs Downcasting).","<b>ANSWER:</b> Type casting is telling the compiler 'Trust me, this object is actually this other type.'<br><br><b>Upcasting (Safe & Automatic):</b><br>Moving UP the family tree. A `Dog` IS AN `Animal`.<br><code>Animal a = new Dog();</code> // The compiler does this automatically. It is 100% safe because every dog is guaranteed to be an animal.<br><br><b>Downcasting (Dangerous & Manual):</b><br>Moving DOWN the family tree. You have an `Animal` variable, and you want to treat it like a `Dog` to call `bark()`.<br><code>Dog d = (Dog) a;</code> // You must put (Dog) to force it.<br><b>Why dangerous?</b> If that animal is actually a `Cat`, the program will crash at runtime with a `ClassCastException`. Always check first using `instanceof`: `if (a instanceof Dog) { ... }`","OOP Fundamentals","oop casting java types"
"What is a Wrapper Class in Java? Why do we need them?","<b>ANSWER:</b> A Wrapper Class turns a primitive (like `int`, `double`, `boolean`) into a full-blown Object (`Integer`, `Double`, `Boolean`).<br><br><b>Why do we need them?</b><br>1. <b>Collections Framework:</b> Advanced data structures like `ArrayList` or `HashMap` absolutely refuse to hold primitives. You cannot write `ArrayList<int>`. You MUST write `ArrayList<Integer>`.<br>2. <b>Null values:</b> An `int` defaults to 0. It can never be 'nothing'. An `Integer` object can be `null`, which is crucial if a database column is empty.<br>3. <b>Helper Methods:</b> Wrapper classes come with useful tools, like `Integer.parseInt(\"123\")` to convert strings to numbers.<br><br><b>Autoboxing:</b> Java automatically converts back and forth for you: `Integer x = 5;` (Java secretly does `Integer.valueOf(5)`).","OOP Fundamentals","oop wrapper java data-types"

"What is an Interface in Java 8+? Can it have code inside?","<b>ANSWER:</b> Yes, it can! This changed in Java 8.<br><br><b>The Simple Explanation:</b><br>Before Java 8, Interfaces were strictly a 'Contract'. They only had method names, absolutely no bodies.<br><br><b>Default Methods:</b><br>Java 8 introduced `default` methods. You can now write full code inside an Interface.<br><code><br>interface Vehicle {<br>    void drive(); // Abstract, must be implemented<br>    <br>    default void honk() {<br>        System.out.println(\"Beep!\"); // Actual code!<br>    }<br>}</code><br><br><b>Why?</b> It solved the 'Backward Compatibility' problem. If you add a new method to a popular Interface used by 10,000 developers, their code would all break because they didn't implement it. With `default`, they automatically inherit the fallback code!","OOP Fundamentals","oop interface java java8"
"What is a Nested Class (Inner Class) and why use it?","<b>ANSWER:</b> A class written entirely inside another class.<br><br><b>The Simple Explanation:</b><br>If Class B is completely useless outside of Class A, you put Class B inside Class A. It hides it from the rest of the world.<br><br><b>Application (Data Structures):</b><br>Imagine a `LinkedList` class. It needs tiny `Node` objects to hold data.<br>No other class in your entire app cares about a `Node`. So you create a `private class Node` inside the `LinkedList`.<br>Now the `LinkedList` can use `Node`s, but if the `User` class tries to create a `Node`, Java blocks it. It is perfectly encapsulated.","OOP Fundamentals","oop inner-class encapsulation java"
"What is an Anonymous Inner Class?","<b>ANSWER:</b> A class that has no name, created and used in a single line of code.<br><br><b>The Simple Explanation:</b><br>Imagine you need to hire a worker for exactly one 5-minute job, and you will never need them again. You don't give them a uniform, a title, or an office. You just point and say 'Do this'.<br><br><b>Application (UI Buttons):</b><br>Instead of creating a whole new file `class ClickHandler implements ActionListener`, you just build it directly on the button:<br><code><br>button.addActionListener(new ActionListener() {<br>    public void actionPerformed(ActionEvent e) {<br>        System.out.println(\"Button Clicked!\");<br>    }<br>});</code><br>It's quick, but messy if the code is long.","OOP Fundamentals","oop anonymous-class java"
"Explain Lambda Expressions. How do they replace Anonymous Classes?","<b>ANSWER:</b> Lambdas are the ultimate shorthand for Anonymous Classes with only one method.<br><br><b>The Simple Explanation:</b><br>Java realized that typing out `new ActionListener() { public void actionPerformed(ActionEvent e) { ... } }` over and over was incredibly annoying.<br><br><b>The Fix (Lambda `->`):</b><br>Because the `ActionListener` interface only has ONE method to implement, Java says: 'I know what method you are trying to write. Just give me the inputs and the code.'<br><br><b>Before Lambda:</b><br>`button.addActionListener(new ActionListener() { public void actionPerformed(ActionEvent e) { print(e); } });`<br><br><b>After Lambda:</b><br>`button.addActionListener( e -> print(e) );`<br>It does the exact same thing, but in 30 fewer characters.","OOP Fundamentals","oop lambda java"
"What is the 'super()' keyword in a constructor? What happens if you forget it?","<b>ANSWER:</b> It is a direct phone call to the Parent's Constructor.<br><br><b>The Simple Explanation:</b><br>If you are building a `SportsCar`, you first have to build a basic `Car` chassis. The child cannot exist without the parent being built first.<br><br><b>The Secret Rule:</b><br>If you forget to write `super();` on the very first line of a child's constructor, Java <i>secretly writes it for you!</i><br>However, if the Parent class does NOT have an empty default constructor (e.g., the parent strictly requires `super(\"red\");`), Java will throw a compile error because its secret, empty `super()` call fails!","OOP Fundamentals","oop super constructor java"
"What is Method Hiding vs Method Overriding?","<b>ANSWER:</b> This happens when you try to override a `static` method.<br><br><b>The Simple Explanation:</b><br>• <b>Overriding (Dynamic/Instances):</b> If you override a normal method, Java waits until runtime, looks at the physical object in memory (e.g., a `Dog`), and calls the `Dog`'s method, even if the variable type is `Animal`.<br><br>• <b>Method Hiding (Static/Classes):</b> Because `static` methods belong to the Class (the Blueprint), not the object, they CANNOT be overridden. If a child creates a static method with the exact same name as the parent, it 'Hides' the parent's method.<br>Java decides which one to call based <i>entirely</i> on the variable type on the left side of the equals sign at compile time, completely ignoring what the actual object is.","OOP Fundamentals","oop static overriding hiding java"
"Explain the 'final' keyword on an object reference. Does it make the object unchangeable?","<b>ANSWER:</b> No! This is a massive trap for beginners.<br><br><b>The Simple Explanation:</b><br>When you use `final` on an Object (like a `Dog` or a `List`), you are locking the <b>Remote Control</b>, NOT the physical object.<br><br><b>Application:</b><br><code>final ArrayList<String> names = new ArrayList<>();</code><br><br>Can I do `names.add(\"John\");`? <b>Yes!</b> You can change the contents of the physical list as much as you want.<br>Can I do `names = new ArrayList<>();`? <b>No!</b> The `final` keyword means the remote control `names` is permanently glued to that specific list in memory. You cannot aim the remote at a different list.","OOP Fundamentals","oop final references java"
"What is String Immutability? Why did Java make Strings immutable?","<b>ANSWER:</b> Immutability means once an object is created, its physical data can NEVER be changed.<br><br><b>The Simple Explanation:</b><br>If you write `String word = \"Hello\";` and then do `word.toUpperCase();`, the original word in memory remains \"Hello\". Java secretly built a brand new string \"HELLO\" in a different part of memory and returned it.<br><br><b>Why? (Security & Memory):</b><br>1. <b>Security:</b> Passwords and database URLs are passed as Strings. If a malicious method could change the physical letters of a String after it was verified, the whole OS would be vulnerable.<br>2. <b>String Pool:</b> Because Strings never change, if 100 users have the name \"John\", Java only creates \"John\" ONCE in memory, and gives all 100 users a remote control pointing to the exact same word, saving massive amounts of RAM.","OOP Fundamentals","oop strings memory java"
"What is the String Pool?","<b>ANSWER:</b> A special VIP section in the Heap memory dedicated entirely to saving space on Strings.<br><br><b>The Simple Explanation:</b><br>Strings are the most heavily used objects in programming. Instead of creating a new object every single time, Java uses a cache (the Pool).<br><br><b>Application:</b><br><code>String a = \"apple\";</code> (Java creates \"apple\" in the Pool).<br><code>String b = \"apple\";</code> (Java sees \"apple\" is already in the Pool. It doesn't create a new one. It just points `b` to the existing one!)<br><code>System.out.println(a == b);</code> -> TRUE! They point to the exact same physical memory.<br><br><i>Warning:</i> If you use the `new` keyword (`String c = new String(\"apple\");`), you force Java to bypass the Pool and create a brand new object in the regular Heap. `(a == c)` will be FALSE!","OOP Fundamentals","oop strings memory pool"
"What is a StringBuilder? When should you use it instead of String?","<b>ANSWER:</b> A StringBuilder is a mutable (changeable) sequence of characters.<br><br><b>The Simple Explanation:</b><br>Because normal Strings are immutable (cannot change), if you run a `for` loop 1,000 times doing `myString += \"a\";`, Java physically creates 1,000 brand new Strings in memory, abandoning the old ones. The Garbage Collector goes crazy, and your app crawls to a halt.<br><br><b>The Fix:</b><br>A `StringBuilder` is just a flexible array of characters. When you do `builder.append(\"a\");`, it literally just adds the letter 'a' to the end of the existing array. It is lightning fast and uses 1/1000th of the memory.<br><b>Rule:</b> If you are concatenating strings inside a loop, ALWAYS use StringBuilder.","OOP Fundamentals","oop strings performance java"
"What is 'Object Serialization'?","<b>ANSWER:</b> Turning a physical Object in RAM into a flat stream of bytes so it can be saved to a hard drive or sent over a network.<br><br><b>The Simple Explanation:</b><br>Imagine a complex Lego castle (an Object in RAM). You can't fit the castle through a narrow pipe (a network cable).<br>Serialization is the process of ripping the castle apart, writing down exactly how it was built into an instruction manual (a byte stream), and sending the manual through the pipe.<br><br>On the other side, the receiving computer reads the manual and rebuilds the exact same Lego castle (Deserialization).<br><br><b>Java Note:</b> To allow an object to be ripped apart, you must tag the class by implementing the `Serializable` interface.","OOP Fundamentals","oop serialization memory network"
"What does the 'transient' keyword do in Java?","<b>ANSWER:</b> It tells the Serializer: 'Do not save this variable; it is a secret or it is useless.'<br><br><b>The Simple Explanation:</b><br>When you Serialize a `User` object to save it to a database or a file, it saves every variable inside it (`name`, `age`, `password`).<br><br>Obviously, you don't want to save plain-text passwords into a file! <br>If you declare `private transient String password;`, the Serialization engine will completely skip that variable. When the object is rebuilt (Deserialized) later, the password variable will just be empty (`null`).","OOP Fundamentals","oop serialization keywords java"
"Explain the Singleton Pattern. When would you actually use it?","<b>ANSWER:</b> A class that guarantees only ONE physical instance of itself will ever exist in the entire application.<br><br><b>The Simple Explanation:</b><br>Imagine the President of a country. You can't use `new President()` to create a second one. There can only be one. If anyone needs to talk to the President, they must all talk to the exact same person.<br><br><b>Application (Database Connection):</b><br>Opening a connection to a Database is extremely slow and expensive. You don't want every class creating `new Database()`. You make the Database class a Singleton. Every class calls `Database.getInstance()`, and they all share the exact same, single, highly-efficient connection.<br><i>(Note: Modern apps use Dependency Injection for this, but the concept is identical).</i>","OOP Fundamentals","oop patterns singleton"
"What is the Factory Pattern? Why not just use the 'new' keyword?","<b>ANSWER:</b> A Factory is a class whose only job is to build other objects for you.<br><br><b>The Simple Explanation:</b><br>If you want a Pizza, you don't go to the kitchen, grind the flour, milk the cow for cheese, and bake it yourself (using the `new` keyword). You just call the Pizza Factory, say 'I want a Pepperoni', and they hand you a finished pizza.<br><br><b>Application:</b><br>Imagine building a UI. You need a Button. But on Windows, you need a `WindowsButton`, and on Mac, you need a `MacButton`.<br>Instead of writing messy `if (os == \"mac\")` logic everywhere in your code, you just say `Button b = UIFactory.createButton();`. The Factory handles the messy logic, and hands you the correct button. Your main code stays perfectly clean.","OOP Fundamentals","oop patterns factory"
"Explain the concept of 'State' in an Object.","<b>ANSWER:</b> 'State' is just a fancy word for the current values of all an object's variables at any given exact second in time.<br><br><b>The Simple Explanation:</b><br>Imagine a `TrafficLight` object.<br>It has one variable: `String color`.<br>• At 1:00 PM, the color is \"Red\". The **State** of the object is Red.<br>• At 1:01 PM, the color is \"Green\". The **State** of the object is Green.<br><br>Objects have **State** (variables) and **Behavior** (methods). Methods usually exist to read or change the State of the object (e.g., `light.changeColor()`). If an object has no variables, it is considered 'Stateless' (like a Math calculator class).","OOP Fundamentals","oop state variables"
"What is a NullPointerException? Why does it happen?","<b>ANSWER:</b> The most common error in programming. It means you tried to press a button on a remote control, but the remote control isn't pointing at anything.<br><br><b>The Simple Explanation:</b><br><code><br>Dog myDog; // I built a remote control, but I didn't build a Dog!<br>myDog.bark(); // CRASH!<br></code><br>Because you never used the `new` keyword, the remote control `myDog` is completely empty (Null). When you tell it to bark, Java panics because there is no physical dog in memory to actually do the barking.<br><br><b>The Fix:</b> Always ensure the object is instantiated (`myDog = new Dog();`), or check if it's null before using it (`if (myDog != null) { myDog.bark(); }`).","OOP Fundamentals","oop exceptions null java"
"What is the purpose of the 'hashCode()' method?","<b>ANSWER:</b> It converts a complex object into a single, simple Integer. It is used to organize objects extremely fast.<br><br><b>The Simple Explanation:</b><br>Imagine a library with 10,000 books. If you want to find a book, you don't read every title. You look at the Dewey Decimal System number on the spine (the Hash Code), which tells you exactly which shelf the book is on.<br><br><b>Application (HashMap):</b><br>When you put a `User` object into a `HashSet` or `HashMap`, Java runs `user.hashCode()`. If it returns `45`, Java puts the user directly into Bucket #45. Later, when you ask 'Is this user in the set?', Java gets the hash code, goes straight to Bucket #45, and finds them instantly, without checking buckets 1 through 44.","OOP Fundamentals","oop hashcode memory java"
"Why must you override hashCode() if you override equals()?","<b>ANSWER:</b> This is the Golden Rule of Java Collections.<br><br><b>The Simple Explanation:</b><br>• `.equals()` checks if two people are identical twins.<br>• `hashCode()` tells Java which room (bucket) the person is in.<br><br>If you have identical twins (Objects that are `.equals()`), they **MUST** be placed in the exact same room (have the same `hashCode()`).<br><br><b>The Bug:</b> If you override `equals()` to say 'Two users are equal if their emails match', but you forget to override `hashCode()`, Java will generate two different hash codes based on their memory addresses. <br>Twin A goes into Bucket 10. Twin B goes into Bucket 99. If you ask a `HashSet` 'Does Twin A exist?', it looks in Bucket 10, finds them. If you ask 'Does Twin B exist?', it looks in Bucket 99, and says NO, even though they are logically the same user!","OOP Fundamentals","oop hashcode equals java"
"What is an Enumeration (Enum)?","<b>ANSWER:</b> An Enum is a special class used to represent a fixed, unchangeable list of constants.<br><br><b>The Simple Explanation:</b><br>Imagine you have a variable `String tShirtSize;`. A user could type \"Small\", \"S\", \"Sm\", or \"Watermelon\". It's chaotic and causes bugs.<br><br>Instead, you create an Enum:<br><code><br>enum Size { SMALL, MEDIUM, LARGE }<br></code><br>Now, your variable is `Size tShirtSize;`. The compiler physically forces the user to choose one of those three exact options. They cannot invent a new size. It makes your code infinitely safer and cleaner than using raw Strings or Integers to represent categories.","OOP Fundamentals","oop enum constants java"
"What is 'Garbage Collection Roots' (GC Roots)?","<b>ANSWER:</b> The anchors that keep an object alive so it doesn't get swept away by the Garbage Collector.<br><br><b>The Simple Explanation:</b><br>The Garbage Collector works by starting at the 'Roots' (active threads, static variables, and local variables currently on the Stack). It draws a line from the Roots to every object they point to, and then every object THOSE objects point to.<br><br>If an object is connected to the Root web, it is 'Alive'.<br>If an object is sitting in a corner with no lines connecting it to the main web (an island of isolation), the Garbage Collector assumes it's dead weight and deletes it to free up RAM.","OOP Fundamentals","oop memory garbage-collection java"

"What is Dependency Injection?","<b>ANSWER:</b> Giving a worker their tools, rather than forcing them to buy their own.<br><br><b>The Simple Explanation:</b><br>Imagine a `Car` class. A car needs an `Engine`.<br><b>Bad (Hardcoded):</b> Inside the Car's constructor, you write `this.engine = new V8Engine();`. The car is now permanently stuck with a V8.<br><b>Good (Dependency Injection):</b> You pass the engine into the constructor: `public Car(Engine engine) { this.engine = engine; }`<br><br>Now, you can inject a `V8Engine`, an `ElectricEngine`, or a `FakeTestEngine` without ever changing the `Car` code. It makes code modular and easily testable.","OOP Fundamentals","oop dependency-injection architecture"
"Explain the SOLID Principle: Single Responsibility.","<b>ANSWER:</b> A class should have exactly one job, and one reason to change.<br><br><b>The Simple Explanation:</b><br>Imagine a `Chef` class. Its job is to cook food. <br>If you add methods to the `Chef` class like `calculateTaxes()` and `mopTheFloor()`, the class has too many responsibilities.<br>If the tax laws change, you have to edit the `Chef` file. This is dangerous! <br><br>Split it up: Create a `Chef` class, an `Accountant` class, and a `Janitor` class. If taxes change, you only touch the Accountant.","OOP Fundamentals","oop solid design-patterns"
