Question,Answer,Topic,Tags
"What is a Zombie Process?","<b>ANSWER:</b> A process that is dead, but its body hasn't been removed from the system yet.<br><br><b>The Simple Explanation:</b><br>When a child process finishes running, it 'dies'. But it must leave behind an exit status (e.g., 'I finished successfully' or 'I crashed with error 404') for its Parent process to read.<br>Until the Parent process actually reads that status message (called 'reaping'), the dead child process stays in the OS's process table as a Zombie.<br><br><b>Is it bad?</b><br>It doesn't use CPU or RAM, but it does take up a slot in the process table. If a badly written Parent program creates thousands of children and never reads their exit statuses, the OS fills up with Zombies and cannot launch any new apps.","OS Fundamentals","os process linux"
"What is an Orphan Process?","<b>ANSWER:</b> A child whose parent died before it did.<br><br><b>The Simple Explanation:</b><br>Normally, a Parent program launches a Child program. But what if the Parent crashes or is killed by the user, while the Child is still running in the background?<br>The Child becomes an Orphan. <br><br><b>How the OS handles it:</b><br>The OS cannot leave an Orphan wandering around without supervision. In Linux, the ultimate grand-parent process (usually `init` or `systemd`, PID 1) automatically 'adopts' the Orphan. When the Orphan finally finishes, `init` is waiting there to read its exit status so it doesn't turn into a Zombie.","OS Fundamentals","os process linux"
"What is an Inode in Linux/Unix?","<b>ANSWER:</b> The physical index card that actually describes a file, rather than the file's name.<br><br><b>The Simple Explanation:</b><br>When you create `my_photo.jpg`, the OS doesn't store the file's metadata inside the name. It creates a data structure called an Inode (Index Node).<br><br>The Inode contains:<br>• The exact physical blocks on the hard drive where the photo data lives.<br>• Who owns the file.<br>• Permissions (Read/Write/Execute).<br>• File size.<br><br>The filename `my_photo.jpg` is just a sticky note that points to Inode #12345. This is why you can have two different file names pointing to the exact same Inode (Hard Links).","OS Fundamentals","os linux filesystem"
"What is a File Descriptor?","<b>ANSWER:</b> A ticket number the OS gives an application to identify an open file.<br><br><b>The Simple Explanation:</b><br>When you go to a coat check, you hand them your coat, and they give you a ticket with the number '42'. When you want your coat back, you just say 'Ticket 42'.<br><br>When a program asks the OS to open `database.txt`, the OS opens it, sets up the permissions, and hands the program an integer (like `3`). The program doesn't use the name `database.txt` anymore. When it wants to read data, it just tells the OS, 'Read 100 bytes from File Descriptor 3.'<br><br><b>Standard Descriptors:</b><br>Every program starts with 3 automatic tickets:<br>0 = Standard Input (Keyboard)<br>1 = Standard Output (Screen)<br>2 = Standard Error (Error Screen)","OS Fundamentals","os linux files"
"What is the difference between a Hard Link and a Soft (Sym) Link?","<b>ANSWER:</b> <br><b>Hard Link (Two identical doors to the same room):</b><br>A Hard Link is a second filename that points to the EXACT SAME Inode as the original file. If you delete the original filename, the file data still exists on the hard drive because the Hard Link is still pointing to the Inode. The data is only deleted when ALL Hard Links are removed.<br><br><b>Soft Link / Symlink (A desktop shortcut):</b><br>A Soft Link is a brand new, tiny file whose only job is to point to the *name* of the original file. If you delete the original file, the Soft Link becomes broken (a dangling pointer) because it's pointing to a name that no longer exists.","OS Fundamentals","os linux filesystem"
"Explain the concept of Thrashing in an OS.","<b>ANSWER:</b> When your computer is so overwhelmed, it spends 100% of its time organizing work and 0% of its time doing work.<br><br><b>The Simple Explanation:</b><br>Remember Virtual Memory (swapping books between the desk and the shelf)? <br>If you open 50 Google Chrome tabs on a laptop with very little RAM, the OS doesn't have enough room on the desk for even the active tabs. <br><br>It swaps Tab A to the hard drive to load Tab B. A millisecond later, it needs Tab A again, so it swaps Tab B to the hard drive to load Tab A. The hard drive is grinding continuously. The CPU is maxed out just moving memory back and forth. The entire computer freezes and you can't even move your mouse. This is Thrashing.","OS Fundamentals","os virtual-memory memory"
"What is Paging vs Segmentation in Memory Management?","<b>ANSWER:</b> Two different ways the OS slices up memory to give to applications.<br><br><b>Paging (Equal-sized boxes):</b><br>The OS divides RAM into identical, fixed-size chunks (usually 4KB) called Pages. When a program needs memory, the OS just hands it a bunch of random 4KB boxes. It's highly efficient because all boxes are the same size, so there is no wasted space between boxes (External Fragmentation).<br><br><b>Segmentation (Custom-sized boxes):</b><br>The OS divides memory logically based on what the program asks for. 'I need a 10KB box for my code, and a 20KB box for my variables.' <br>The problem? If programs start finishing and leaving custom-sized holes in memory, you end up with Swiss Cheese memory (External Fragmentation) where a new program can't fit into the weirdly sized gaps.","OS Fundamentals","os memory architecture"
"What is a Race Condition? Give a real-world programming example.","<b>ANSWER:</b> A bug that occurs when two threads try to modify the same data at the exact same time, and the result depends on which one 'wins the race'.<br><br><b>The Simple Explanation:</b><br>Imagine a bank account with $100. <br>Thread A (ATM) and Thread B (Mobile App) both try to deposit $50 at the exact same millisecond.<br>1. Thread A reads the balance: $100.<br>2. Thread B reads the balance: $100.<br>3. Thread A adds $50 and saves it: $150.<br>4. Thread B adds $50 (to the $100 it read earlier) and saves it: $150.<br><br>The final balance is $150 instead of $200! Thread B accidentally overwrote Thread A's work because they raced. <br><b>Solution:</b> Use a Mutex (Lock) so Thread B must wait for Thread A to finish completely before reading the balance.","OS Fundamentals","os concurrency race-condition"
"Explain exactly what a Thread Pool is and why we use it.","<b>ANSWER:</b> A pre-hired team of workers sitting in a breakroom, waiting for tasks.<br><br><b>The Simple Explanation:</b><br>Creating a brand new Thread in an OS is expensive. The OS has to allocate memory, set up stacks, and do paperwork. If a web server gets 1,000 requests per second, creating and destroying 1,000 threads every second will crash the CPU.<br><br><b>The Thread Pool Solution:</b><br>When the web server starts, it creates exactly 50 Threads and keeps them alive in a 'Pool'. <br>When a web request comes in, the server grabs a sleeping thread from the pool and says, 'Process this.' When the thread is done, it doesn't die. It goes back to the pool and goes to sleep, waiting for the next request. This completely eliminates the overhead of creating/destroying threads.","OS Fundamentals","os thread concurrency performance"
"What is the difference between Preemptive and Cooperative Multitasking?","<b>ANSWER:</b> How the OS Boss manages the workers (applications).<br><br><b>Cooperative Multitasking (The Honor System):</b><br>Used in older OSs (Windows 95). The OS lets an app run, and trusts the app to eventually say, 'I'm done for a bit, let someone else use the CPU' (yielding). If an app was badly written and went into an infinite loop, it would never yield, and the entire computer would freeze. You'd have to pull the power plug.<br><br><b>Preemptive Multitasking (The Strict Boss):</b><br>Used in all modern OSs. The OS has a hardware timer. It gives an app exactly 10 milliseconds. When the timer goes off, the OS forcibly pauses the app, saves its state, and hands the CPU to the next app. No single app can ever freeze the whole computer, because the OS is always in total control.","OS Fundamentals","os scheduler cpu"

"What is the difference between a Process and a Program?","<b>ANSWER:</b> One is dead, one is alive.<br><br><b>The Simple Explanation:</b><br>• A <b>Program</b> is a script on a piece of paper (or a `.exe` file sitting on your hard drive). It is completely lifeless. It uses 0% CPU and 0 MB of RAM.<br>• A <b>Process</b> is an actor actively reading the script on a stage. When you double-click the `.exe` file, the OS loads the script into RAM, assigns it a Process ID (PID), and gives it CPU time. It is now a living, breathing Process.<br><br>You can have ONE Program (Google Chrome) running as MULTIPLE Processes (you opened 5 different windows).","OS Fundamentals","os process program"
"What is a Process Control Block (PCB)?","<b>ANSWER:</b> The ID Badge and HR file for a Process.<br><br><b>The Simple Explanation:</b><br>When the OS creates a new Process, it needs to keep track of it. It creates a data structure called a PCB.<br><br>The PCB contains:<br>1. <b>Process ID (PID):</b> The unique number.<br>2. <b>Process State:</b> Is it running, waiting, or paused?<br>3. <b>Program Counter:</b> Exactly which line of code it is currently executing.<br>4. <b>Memory Limits:</b> The exact chunk of RAM it is allowed to use.<br>When the OS pauses a process, it frantically writes everything down in the PCB so it remembers exactly where it left off.","OS Fundamentals","os process pcb"
"What does 'Multithreading' actually mean? Is it faster?","<b>ANSWER:</b> Hiring more workers for the same restaurant.<br><br><b>The Simple Explanation:</b><br>If a single chef (1 Thread) has to chop onions, boil water, and grill a steak, they have to do it one by one (Sequential).<br>If you hire 3 chefs (3 Threads), one chops, one boils, one grills. The meal is finished 3 times faster (Parallel).<br><br><b>Is it always faster?</b><br>NO! If you hire 100 chefs to chop 1 onion, they will bump into each other, argue over the knife, and the onion will take longer to chop than if 1 chef did it alone. This is called 'Thread Contention' and 'Overhead'. Multithreading is only faster if the task can actually be split up.","OS Fundamentals","os thread concurrency"
"What is a CPU Cache (L1, L2, L3)? Why not just use RAM?","<b>ANSWER:</b> The CPU Cache is the Chef's cutting board.<br><br><b>The Simple Explanation:</b><br>RAM is like a massive refrigerator in the back of the kitchen. It holds a lot of food, but walking to it takes 10 seconds.<br>If a Chef (CPU) needs to chop 5 carrots, they don't walk to the fridge 5 times. They grab a handful of carrots and put them right on the cutting board right in front of them.<br><br><b>The Cache Levels:</b><br>• <b>L1 Cache (The Cutting Board):</b> Extremely tiny, but lightning fast (instantly accessible).<br>• <b>L2/L3 Cache (The Pantry):</b> Bigger, slightly slower, but still way faster than the fridge.<br>• <b>RAM (The Fridge):</b> Huge, but relatively very slow for the CPU to access.","OS Fundamentals","os cpu memory cache"
"What is a Cache Miss in the CPU?","<b>ANSWER:</b> When the Chef reaches for an ingredient on the cutting board, and it's not there.<br><br><b>The Simple Explanation:</b><br>The CPU asks the L1 Cache: 'Give me variable X!'<br>If the L1 Cache says 'I don't have it', that is a Cache Miss.<br><br>The CPU stops working completely. It asks L2. Miss. It asks L3. Miss. Finally, it walks all the way to the RAM (The Fridge) to get variable X.<br>This round-trip to RAM takes hundreds of CPU cycles. A program with too many Cache Misses will run incredibly slow, even on a top-tier processor.","OS Fundamentals","os cpu memory performance"
"What is the TLB (Translation Lookaside Buffer)?","<b>ANSWER:</b> A highly specialized cache just for maps.<br><br><b>The Simple Explanation:</b><br>Because of Virtual Memory, every time a program asks for Memory Address 100, the OS has to look at a massive map (Page Table) to find out where that is physically located on the RAM stick (e.g., Physical Address 5000).<br><br>Reading that map takes time. The TLB is a tiny, lightning-fast sticky note inside the CPU. It remembers the last 50 translations. <br>If the program asks for Address 100 again, the CPU checks the TLB sticky note, instantly sees 'Oh, it's 5000', and completely skips checking the big map.","OS Fundamentals","os virtual-memory cpu tlb"
"What is a Segmentation Fault (Segfault)?","<b>ANSWER:</b> Trespassing on someone else's property.<br><br><b>The Simple Explanation:</b><br>When the OS creates a Process, it gives it a strict boundary. 'You are only allowed to use Memory Addresses 1000 to 2000.'<br><br>If your badly written C++ program accidentally tries to read or write to Memory Address 9999, the CPU's hardware immediately detects the trespass, hits a giant alarm bell (Interrupt), and the OS violently kills your program instantly to protect the rest of the computer. The error message printed to the screen is 'Segmentation Fault'.","OS Fundamentals","os memory process errors"
"What is the difference between User Space and Kernel Space?","<b>ANSWER:</b> The VIP section of the computer.<br><br><b>The Simple Explanation:</b><br>• <b>User Space:</b> Where you and all your apps (Chrome, Spotify, Python) live. You have zero direct access to hardware. If you crash, only your app crashes.<br>• <b>Kernel Space:</b> The high-security VIP room where the OS core lives. It has God-mode access to all memory, the hard drive, and the CPU. If code crashes in Kernel Space, the entire computer instantly Blue Screens and reboots.<br><br>To cross from User Space to Kernel Space, you MUST use a System Call.","OS Fundamentals","os kernel memory architecture"
"What is Swapping vs Paging?","<b>ANSWER:</b> Moving things to the hard drive, but at different scales.<br><br><b>The Simple Explanation:</b><br>Both are ways the OS handles running out of RAM.<br>• <b>Swapping:</b> The OS grabs an ENTIRE application (e.g., all 2GB of Photoshop) and moves the whole thing to the hard drive because you haven't used it in an hour.<br>• <b>Paging:</b> The OS slices memory into tiny 4KB blocks (Pages). Instead of moving all of Photoshop, it only moves the specific 4KB blocks that Photoshop isn't actively using right now. Paging is much faster and is what modern computers use.","OS Fundamentals","os virtual-memory ram"
"What is a Device Driver? Why do we need them?","<b>ANSWER:</b> A Device Driver is a translator for a very specific piece of hardware.<br><br><b>The Simple Explanation:</b><br>The OS (Windows) knows how to generally talk to 'Printers'. But an HP Printer and a Canon Printer speak completely different electrical languages.<br><br>Microsoft cannot possibly write code for every printer ever invented. Instead, HP writes a 'Driver' (a small translator program). <br>Windows says 'Print this page!' to the Driver. The Driver translates that into the exact electrical binary pulses that the specific HP hardware understands.","OS Fundamentals","os hardware driver"
"Explain the 'Producer-Consumer' Problem.","<b>ANSWER:</b> A classic synchronization nightmare between two threads.<br><br><b>The Simple Explanation:</b><br>Imagine a conveyor belt (a fixed-size Array) between two workers.<br>• <b>Producer:</b> Bakes pies and puts them on the belt.<br>• <b>Consumer:</b> Takes pies off the belt and eats them.<br><br><b>The Problem:</b><br>If the Producer bakes too fast, the belt fills up, and pies fall on the floor (Data Loss).<br>If the Consumer eats too fast, they try to eat an empty spot on the belt (Crash).<br><br><b>The Solution:</b><br>The Producer must go to sleep if the belt is full. The Consumer must go to sleep if the belt is empty. They must wake each other up when the state changes.","OS Fundamentals","os concurrency threads"
"What is Starvation in an Operating System?","<b>ANSWER:</b> Being infinitely ignored by the Boss.<br><br><b>The Simple Explanation:</b><br>Remember the CPU Scheduler? Imagine it uses a strict Priority system.<br>A low-priority task (e.g., 'Update the system clock') wants to run. But right before it runs, a high-priority task (e.g., 'Move the mouse') arrives.<br><br>If the user NEVER stops moving the mouse, the high-priority task constantly hogs the CPU. The system clock task waits in line forever, never getting a single millisecond of CPU time. It 'starves' to death. <br><b>The Fix (Aging):</b> The OS gradually increases the priority of tasks the longer they sit in line, eventually forcing them to the front.","OS Fundamentals","os scheduler concurrency"
"What is a Spinlock vs a Mutex?","<b>ANSWER:</b> Two ways to wait for a locked door.<br><br><b>Mutex (Go to Sleep):</b><br>If Thread A hits a locked door, it tells the OS, 'I'm going to sleep. Wake me up when the door unlocks.' The OS puts Thread A to sleep and gives the CPU to another program. (Efficient, but putting a thread to sleep and waking it up takes time).<br><br><b>Spinlock (The Impatient Child):</b><br>If Thread A hits a locked door, it does NOT go to sleep. It stays awake, using 100% of the CPU, constantly rattling the doorknob yelling 'Is it open? Is it open? Is it open?' (Spinning).<br>Use Spinlocks ONLY if you know the door will unlock in a microsecond, otherwise it melts your CPU.","OS Fundamentals","os concurrency threads locks"
"What is an API (Application Programming Interface) in the context of an OS?","<b>ANSWER:</b> The Menu at a restaurant.<br><br><b>The Simple Explanation:</b><br>The OS Kernel is the Kitchen. It can do amazing things, but you (the application) are not allowed inside.<br><br>The OS provides an API (like the POSIX API in Linux, or Win32 API in Windows). It is a literal list of commands you are allowed to ask for. <br>You read the menu and see `write()`. You call `write(file, data)`. The Kitchen takes your order, does the dangerous work, and hands you the result. The API hides all the terrifying hardware complexity from the programmer.","OS Fundamentals","os kernel api"
"Explain the BIOS / UEFI. What happens when you press the Power button?","<b>ANSWER:</b> The spark that starts the fire.<br><br><b>The Simple Explanation:</b><br>When you turn on a PC, RAM is completely empty. The OS is asleep on the hard drive. The CPU has no idea what to do.<br><br>1. <b>BIOS/UEFI:</b> A tiny, hardcoded chip on the motherboard wakes up. Its only job is to do a quick hardware check (Does this PC have RAM? Does it have a keyboard?).<br>2. <b>Bootloader:</b> The BIOS looks at the Hard Drive, finds a tiny program called the Bootloader (like GRUB or Windows Boot Manager), and runs it.<br>3. <b>Kernel Load:</b> The Bootloader's only job is to find the massive OS Kernel file on the hard drive, load it into RAM, and hand control over to it. The OS is now alive!","OS Fundamentals","os hardware boot"
"What is a Daemon (Linux) or Service (Windows)?","<b>ANSWER:</b> A ghost program running quietly in the shadows.<br><br><b>The Simple Explanation:</b><br>When you open Microsoft Word, it has a window, a UI, and it waits for you to click things.<br><br>A Daemon (like `sshd` or `cron`) has no window. It does not attach to a monitor or a keyboard. It starts when the computer boots up, hides in the background completely invisible to the user, and does a specific job forever (like listening for network connections, or checking for software updates).","OS Fundamentals","os linux process"
"What is the difference between a 32-bit and 64-bit OS?","<b>ANSWER:</b> The size of the pointers (the memory addresses).<br><br><b>The Simple Explanation:</b><br>If an OS is 32-bit, the longest memory address it can generate is 32 bits long (e.g., `1111 1111 ...`).<br>The absolute maximum number of unique addresses you can create with 32 bits is about 4.29 billion.<br>If each address points to 1 Byte of RAM, 4.29 billion bytes = <b>4 Gigabytes</b>.<br><br>A 32-bit OS physically cannot understand or use more than 4GB of RAM, even if you plug 16GB into the motherboard. A 64-bit OS has addresses so long it can theoretically address 16 Exabytes of RAM!","OS Fundamentals","os memory hardware cpu"
"What is a GUI vs a CLI?","<b>ANSWER:</b> How the human talks to the OS.<br><br><b>CLI (Command Line Interface):</b><br>You type raw text commands (like `mkdir folder`). It is incredibly fast, takes zero graphics power, and is easily automated by writing a script. Servers exclusively use CLIs.<br><br><b>GUI (Graphical User Interface):</b><br>Windows and macOS. You have a mouse, windows, and icons. It is incredibly user-friendly but uses a massive amount of RAM and CPU just to draw the glowing buttons and shadow effects on the screen.","OS Fundamentals","os interface linux windows"
"What is a File System? (e.g., NTFS, ext4)","<b>ANSWER:</b> The librarian's organizational system.<br><br><b>The Simple Explanation:</b><br>A hard drive is just a massive, blank metal disk that holds billions of random magnetic 1s and 0s. <br><br>The File System is the software rulebook that dictates HOW to group those 1s and 0s together and say, 'These million bits belong to a picture of a cat, and they are located in the /Pictures/ folder'. Without a File System, the hard drive is just a chaotic soup of data with no folders, names, or structure.","OS Fundamentals","os filesystem hardware"
"Explain the 'fork()' command in Linux.","<b>ANSWER:</b> Cloning yourself instantly.<br><br><b>The Simple Explanation:</b><br>In Linux, when a program wants to create a new process, it calls `fork()`.<br>The OS literally hits Copy+Paste on the entire program. It copies the memory, the variables, and the code, creating an exact clone (the Child).<br><br>Both the Parent and the Child continue running the exact same code from that exact line forward! The only difference is the OS whispers a different ID number to each of them so they know who is the parent and who is the clone, allowing them to branch off and do different jobs.","OS Fundamentals","os linux process fork"

"What is the Shell in Linux? How is it different from the Terminal?","<b>ANSWER:</b> The Terminal is the TV screen. The Shell is the computer inside it.<br><br><b>The Simple Explanation:</b><br>• <b>Terminal (Emulator):</b> Just a window that draws text on your screen and captures your keyboard strokes. It has no brain.<br>• <b>Shell (Bash, Zsh):</b> The actual program running in the background. It takes the text from the Terminal, interprets it as a command (e.g., `ls`), asks the OS Kernel to execute it, and then sends the text output back to the Terminal to be drawn on the screen.","OS Fundamentals","os linux shell"
"Explain exactly what a Pipe `|` does in Linux.","<b>ANSWER:</b> It connects the exhaust pipe of one program to the intake pipe of another.<br><br><b>The Simple Explanation:</b><br>Normally, a program prints its output to the screen (Standard Output).<br>If you type `ls | grep \".txt\"`<br><br>The Shell intercepts the output of `ls` before it hits the screen. It physically pipes that exact text into the hidden input (Standard Input) of the `grep` command. `grep` filters it, and prints the final result to the screen. It allows you to chain tiny, simple tools together to do incredibly complex jobs.","OS Fundamentals","os linux shell"
"What is a Page Table in Memory Management?","<b>ANSWER:</b> The dictionary that translates Virtual Memory to Physical Memory.<br><br><b>The Simple Explanation:</b><br>Chrome thinks it owns memory address 0 to 1,000,000. Spotify ALSO thinks it owns memory address 0 to 1,000,000. (Virtual Memory).<br><br>When Chrome says 'Save this at address 5', the OS intercepts it, looks at Chrome's specific Page Table, and says 'Ah, Chrome's Virtual Address 5 is actually physically located on the RAM stick at Address 8,500,000.' It completely isolates applications so they can't overwrite each other.","OS Fundamentals","os memory virtual-memory"
"What is Priority Inversion? Give an analogy.","<b>ANSWER:</b> When a low-priority task accidentally holds a high-priority task hostage.<br><br><b>The Simple Explanation:</b><br>Imagine a King (High Priority), a Knight (Medium), and a Peasant (Low).<br><br>1. The Peasant borrows the only bathroom key (Mutex Lock).<br>2. The King urgently needs the bathroom, but must wait for the key.<br>3. The Knight wants to polish his armor. Since the Knight is higher priority than the Peasant, the OS pauses the Peasant to let the Knight work.<br><br><b>The Bug:</b> The Peasant is paused, so he can never finish using the bathroom. The King is trapped waiting forever while the Knight polishes armor! (This famous bug almost crashed the Mars Pathfinder rover).","OS Fundamentals","os concurrency scheduling"
"What is 'Thrashing' caused by specifically? (Working Set Model)","<b>ANSWER:</b> When a program's active footprint is larger than the available physical RAM.<br><br><b>The Simple Explanation:</b><br>Every program has a 'Working Set'—the core pages of memory it desperately needs <i>right this second</i> just to function without crashing.<br><br>If you only have 2GB of RAM, but you open Chrome (needs 1.5GB) and a Video Editor (needs 1GB), their combined Working Sets (2.5GB) exceed physical RAM. The OS is forced to constantly swap critical pages to the hard drive and back 1,000 times a second, bringing the CPU to 100% utilization just moving files, causing a complete system freeze (Thrashing).","OS Fundamentals","os memory performance"
"What is an Interrupt Vector Table?","<b>ANSWER:</b> A switchboard of emergency phone numbers.<br><br><b>The Simple Explanation:</b><br>When hardware sends an Interrupt (e.g., 'The mouse moved!' or 'The hard drive finished saving!'), it just sends a simple number to the CPU, like 'Interrupt #4'.<br><br>The CPU doesn't magically know what #4 means. It looks at the Interrupt Vector Table, which says: 'If you receive #4, immediately pause what you are doing, jump to Memory Address 0x89AB, and run the Mouse Driver code.'","OS Fundamentals","os hardware kernel"
"Explain symmetric multiprocessing (SMP).","<b>ANSWER:</b> A team of identical CPUs sharing the same brain.<br><br><b>The Simple Explanation:</b><br>In the old days, a computer had 1 CPU. Today, your phone has 8 Cores (CPUs).<br><br>In SMP, all 8 cores are completely equal. They share the exact same physical RAM, they share the exact same OS Kernel, and they pull tasks from the exact same queue. If Core 1 is overwhelmed, Core 2 can instantly grab the next task and help out. It's the architecture that makes modern computing so incredibly fast.","OS Fundamentals","os cpu architecture"
